,0
421,"Sugar,Toor Dal,Toor Dal,Whole Spices,Besan,Other Dals,Glucose, Marie & Milk Biscuits,Moong Dal,Urad Dal,Liquid Soaps & Bars,Raw Peanuts,Ghee"
422,"Basmati Rice,Whole Spices,Whole Spices,Toor Dal,Maida,Moong Dal,Whole Spices,Besan,Moong Dal,Moong Dal"
423,"Ghee,Gourd & Cucumber,Urad Dal,Urad Dal,Brinjals,Other Vegetables,Rice Flour,Beans,Maida"
424,"Raisins,Toor Dal,Raisins,Cashews,Cashews,Almonds,Raw Rice,Raisins"
425,"Other Vegetables,Cooking Paste,Bread,Raw Peanuts,Sunflower Oils,Whole Spices,Cooking Paste"
426,"Raw Peanuts,Cream Biscuits,Whole Spices,Mosquito Repellent,Namkeen,Besan,Health Supplements"
427,"Whole Spices,Sooji & Rava,Agarbatti,Toor Dal,Besan,Raw Rice,Cashews,Raw Peanuts,Root Vegetables,Sugar Cubes,Sugar"
428,"Moong Dal,Glucose, Marie & Milk Biscuits,Banana,Basmati Rice,Glucose, Marie & Milk Biscuits,Other Dals"
429,"Other Vegetables,Other Dals,Other Dals,Moong Dal,Other Dals,Whole Spices,Whole Spices,Toor Dal,Other Vegetables,Brinjals"
430,"Other Dals,Other Dry Fruits,Root Vegetables,Gourd & Cucumber,Almonds,Other Vegetables,Beans,Beans"
431,"Urad Dal,Beans,Sooji & Rava,Beans,Toor Dal,Root Vegetables,Boiled Rice,Urad Dal,Other Rice Products"
432,"Organic F&V,Beans,Brinjals,Banana,Root Vegetables,Sooji & Rava,Sugar"
433,"Whole Spices,Urad Dal,Organic Dals & Pulses,Organic Dals & Pulses,Other Dals,Other Dals,Other Vegetables,Organic Masalas & Spices,Other Dals,Whole Spices,Whole Spices,Moong Dal"
434,"Raw Peanuts,Moong Dal,Whole Spices,Honey,Sugar,Avalakki / Poha,Other Oils,Toor Dal,Whole Spices,Almonds,Sooji & Rava,Whole Spices,Whole Spices,Other Dals,Whole Spices,Urad Dal,Jaggery,Sooji & Rava"
435,"Whole Spices,Raw Peanuts,Toor Dal,Sooji & Rava,Whole Spices,Cashews,Urad Dal"
436,"Whole Spices,Whole Spices,Bread,Other Vegetables,Banana,Sunflower Oils,Other Dals,Boiled Rice,Gourd & Cucumber,Liquid Detergent,Exotic Vegetables,Moong Dal,Other Vegetables,Whole Spices"
437,"Yogurt & Lassi,Cakes,Avalakki / Poha,Milk Drinks,Corn Snacks,Sooji & Rava,Toor Dal"
438,"Namkeen,Instant Noodles,Other Dals,Namkeen,Toor Dal,Other Dals,Sugar"
439,"Other Dals,Urad Dal,Raisins,Honey,Other Rice Products,Cakes,Cakes,Namkeen,Hair Colors & Dyes,Toor Dal,Whole Spices,Moong Dal,Namkeen,Sooji & Rava"
440,"Other Dals,Moong Dal,Brinjals,Moong Dal,Ghee,Other Vegetables"
441,"Banana,Beans,Curd,Bread,Brinjals,Root Vegetables"
442,"Cooking Paste,Banana,Brinjals,Root Vegetables,Namkeen,Cooking Sauce"
443,"Root Vegetables,Organic F&V,Root Vegetables,Organic F&V,Other Dry Fruits,Organic F&V"
444,"Other Vegetables,Other Dals,Other Dals,Organic F&V,Cooking Paste,Cooking Paste,Toor Dal,Gourd & Cucumber,Beans,Gourd & Cucumber"
445,"Basmati Rice,Exotic Vegetables,Gourd & Cucumber,Root Vegetables,Sugar,Glucose, Marie & Milk Biscuits,Exotic Vegetables,Other Vegetables,Sunflower Oils,Root Vegetables,Whole Spices,Instant Noodles,Exotic Vegetables"
446,"Soya Products,Sunflower Oils,Moong Dal,Rice Flour,Urad Dal,Avalakki / Poha,Toor Dal,Sooji & Rava"
447,"Brinjals,Yogurt & Lassi,Root Vegetables,Gourd & Cucumber,Buns & Pavs,Banana,Beans"
448,"Sunflower Oils,Raw Rice,Root Vegetables,Gourd & Cucumber,Urad Dal,Sooji & Rava,Toor Dal"
449,"Cookies,Moong Dal,Sunflower Oils,Toor Dal,Other Dals,Sooji & Rava,Other Dals,Other Dals,Moong Dal,Raisins"
450,"Exotic Vegetables,Moong Dal,Other Vegetables,Other Vegetables,Namkeen,Whole Spices,Moong Dal"
451,"Root Vegetables,Brinjals,Boiled Rice,Other Vegetables,Toor Dal,Other Vegetables,Whole Spices"
452,"Namkeen,Glucose, Marie & Milk Biscuits,Snacky Nuts,Namkeen,Namkeen,Namkeen,Namkeen,Snacky Nuts,Healthy Snacks,Namkeen,Namkeen,Namkeen,Namkeen,Namkeen,Namkeen,Namkeen,Namkeen,Namkeen"
453,"Other Rice Products,Gourd & Cucumber,Banana,Root Vegetables,Beans,Raw Peanuts,Sunflower Oils,Brinjals,Other Vegetables,Sooji & Rava,Sooji & Rava"
454,"Toor Dal,Whole Spices,Gourd & Cucumber,Besan,Raw Rice,Other Dals"
455,"Beans,Brinjals,Gourd & Cucumber,Brinjals,Other Vegetables,Organic F&V,Root Vegetables,Brinjals,Other Vegetables"
456,"Other Dals,Root Vegetables,Sugar,Gourd & Cucumber,Whole Spices,Beans,Beans,Root Vegetables,Whole Spices"
457,"Other Dals,Toor Dal,Beans,Moong Dal,Other Dals,Sugar,Raw Peanuts,Root Vegetables"
458,"Other Dals,Whole Spices,Gourd & Cucumber,Brinjals,Exotic Vegetables,Banana,Toor Dal,Salty Biscuits,Sugar,Root Vegetables"
459,"Whole Spices,Sooji & Rava,Other Dals,Avalakki / Poha,Sooji & Rava,Sugar,Raw Rice,Boiled Rice"
460,"Beans,Root Vegetables,Toor Dal,Boiled Rice,Organic F&V,Exotic Vegetables,Banana,Eggs"
461,"Toffee & Candy,Moong Dal,Gourd & Cucumber,Cooking Paste,Other Vegetables,Agarbatti,Brinjals,Gourd & Cucumber,Salty Biscuits"
462,"Other Dals,Raw Peanuts,Urad Dal,Root Vegetables,Other Dals,Avalakki / Poha,Raw Rice"
463,"Liquid Soaps & Bars,Toor Dal,Cream Biscuits,Moong Dal,Sooji & Rava,Gourd & Cucumber,Other Vegetables,Rice Flour,Basmati Rice,Sooji & Rava"
464,"Other Vegetables,Cream Biscuits,Other Flours,Organic F&V,Root Vegetables,Organic F&V,Regular Pasta,Shaving Cream, Foam & Gels"
465,"Whole Spices,Besan,Organic F&V,Beans,Gourd & Cucumber,Root Vegetables,Other Vegetables,Beans"
466,"Mosquito Repellent,Sugar,Namkeen,Namkeen,Sugar,Moong Dal"
467,"Avalakki / Poha,Yogurt & Lassi,Sooji & Rava,Root Vegetables,Sunflower Oils,Moong Dal,Toothpaste,Health Drinks,Toor Dal,Moong Dal"
468,"Jaggery,Moong Dal,Raisins,Beans,Gourd & Cucumber,Cashews"
469,"Whole Spices,Beans,Root Vegetables,Other Vegetables,Whole Spices,Moong Dal,Cooking Paste,Whole Spices,Other Dals"
470,"Whole Spices,Whole Spices,Whole Spices,Toor Dal,Moong Dal,Whole Spices,Raw Rice,Gourd & Cucumber,Sunflower Oils"
471,"Whole Spices,Other Dals,Whole Spices,Maida,Whole Spices,Raw Peanuts,Other Dals,Health Drinks,Toor Dal,Sugar"
472,"Exotic Vegetables,Brinjals,Exotic Vegetables,Toor Dal,Organic Dals & Pulses,Organic F&V,Beans,Almonds"
473,"Namkeen,Namkeen,Whole Spices,Beans,Root Vegetables,Gourd & Cucumber"
474,"Organic F&V,Organic F&V,Organic F&V,Ghee,Root Vegetables,Organic F&V,Brinjals,Organic F&V"
475,"Whole Spices,Namkeen,Namkeen,Moong Dal,Cooking Paste,Whole Spices,Whole Spices,Whole Spices"
476,"Whole Spices,Raw Rice,Toor Dal,Whole Spices,Other Rice Products,Root Vegetables,Sunflower Oils"
477,"Sugar,Sooji & Rava,Other Rice Products,Other Vegetables,Banana,Sugar,Urad Dal,Root Vegetables"
478,"Other Dals,Whole Spices,Organic Masalas & Spices,Toor Dal,Sooji & Rava,Whole Spices,Mosquito Repellent,Organic Masalas & Spices,Other Dals,Whole Spices"
479,"Cashews,Almonds,Avalakki / Poha,Other Dry Fruits,Whole Spices,Whole Spices,Whole Spices,Sugar,Raw Peanuts,Avalakki / Poha,Namkeen,Sooji & Rava"
480,"Other Dry Fruits,Almonds,Other Vegetables,Banana,Beans,Other Dry Fruits,Jaggery"
481,"Whole Spices,Cashews,Raw Peanuts,Other Dals,Toor Dal,Other Dals,Other Dals,Whole Spices,Other Dals,Root Vegetables"
482,"Organic F&V,Root Vegetables,Whole Spices,Root Vegetables,Whole Spices,Whole Spices,Exotic Vegetables"
483,"Other Dals,Other Dals,Toor Dal,Raw Rice,Other Dals,Avalakki / Poha"
484,"Sugar,Whole Spices,Whole Spices,Avalakki / Poha,Sunflower Oils,Raw Rice,Other Flours,Raw Peanuts,Toor Dal,Other Rice Products"
485,"Raisins,Moong Dal,Cashews,Liquid Soaps & Bars,Other Dals,Other Dals,Whole Spices,Glucose, Marie & Milk Biscuits,Basmati Rice"
486,"Sugar,Root Vegetables,Toor Dal,Other Dals,Other Vegetables,Other Vegetables,Raw Rice,Moong Dal"
487,"Sooji & Rava,Sunflower Oils,Jaggery,Whole Spices,Toor Dal,Agarbatti,Whole Spices,Namkeen,Mosquito Repellent,Other Rice Products,Maida,Glucose, Marie & Milk Biscuits,Avalakki / Poha,Sunflower Oils"
488,"Whole Spices,Beans,Beans,Brinjals,Gourd & Cucumber,Toor Dal,Sunflower Oils,Raw Rice,Sugar,Banana"
489,"Sugar,Banana,Other Vegetables,Other Dals,Other Dals,Sooji & Rava,Other Dals"
490,"Toor Dal,Urad Dal,Boiled Rice,Raw Rice,Banana,Diapers & Wipes,Root Vegetables,Beans,Other Rice Products"
491,"Other Vegetables,Beans,Sooji & Rava,Sooji & Rava,Other Rice Products,Other Rice Products,Vermicelli"
492,"Other Dals,Other Dals,Toor Dal,Gourd & Cucumber,Banana,Moong Dal,Exotic Vegetables"
493,"Toor Dal,Ghee,Sugar,Raisins,Shaving Blade & Razors,Besan,Cashews"
494,"Moong Dal,Sugar,Other Dals,Toor Dal,Other Dals,Whole Spices,Other Dals"
495,"Raw Rice,Sugar,Sooji & Rava,Raw Peanuts,Sooji & Rava,Urad Dal,Whole Spices,Cream Biscuits,Cashews,Whole Spices,Whole Spices,Sooji & Rava"
496,"Whole Spices,Sooji & Rava,Powdered Spices,Avalakki / Poha,Urad Dal,Moong Dal,Rice Flour,Maida,Whole Spices,Whole Spices,Other Dals"
497,"Organic F&V,Exotic Vegetables,Cooking Paste,Exotic Vegetables,Toor Dal,Root Vegetables,Other Dals,Eggs,Organic F&V,Exotic Vegetables,Sugar,Other Dals,Other Vegetables"
498,"Gourd & Cucumber,Other Vegetables,Urad Dal,Whole Spices,Beans,Beans,Raw Peanuts,Root Vegetables,Avalakki / Poha,Other Dry Fruits"
499,"Other Rice Products,Whole Spices,Other Vegetables,Whole Spices,Other Dals,Moong Dal,Gourd & Cucumber"
500,"Beans,Gourd & Cucumber,Raw Rice,Namkeen,Jaggery,Cooking Paste,Whole Spices,Moong Dal,Namkeen,Almonds"
501,"Namkeen,Moong Dal,Namkeen,Other Dals,Namkeen,Namkeen"
502,"Brinjals,Beans,Organic F&V,Other Vegetables,Root Vegetables,Banana,Brinjals"
503,"Cakes,Root Vegetables,Banana,Brinjals,Ghee,Moong Dal,Raw Rice,Sunflower Oils,Toor Dal"
504,"Namkeen,Organic F&V,Root Vegetables,Organic F&V,Toor Dal,Bread,Organic F&V"
505,"Root Vegetables,Whole Spices,Sugar,Other Dals,Cream Biscuits,Brinjals,Other Vegetables,Other Dals"
506,"Raw Rice,Sugar,Whole Spices,Other Flours,Besan,Gourd & Cucumber,Gourd & Cucumber,Root Vegetables"
507,"Toor Dal,Whole Spices,Sooji & Rava,Moong Dal,Sunflower Oils,Ground Coffee"
508,"Cream Biscuits,Instant Noodles,Other Vegetables,Curd,Root Vegetables,Brinjals,Bread,Other Vegetables,Beans,Glucose, Marie & Milk Biscuits"
509,"Bread,Raisins,Whole Spices,Raw Peanuts,Rice Flour,Toor Dal,Aluminium Foil & Cling Wrap,Almonds,Whole Spices,Basmati Rice,Urad Dal,Jaggery"
510,"Raw Rice,Other Vegetables,Other Vegetables,Root Vegetables,Banana,Yogurt & Lassi"
511,"Moong Dal,Banana,Other Dals,Other Vegetables,Urad Dal,Other Dals,Brinjals"
512,"Banana,Other Vegetables,Gourd & Cucumber,Other Dry Fruits,Almonds,Root Vegetables,Health Supplements"
513,"Root Vegetables,Whole Spices,Other Flours,Raw Peanuts,Cooking Paste,Brinjals,Whole Spices,Sugar,Sooji & Rava,Mustard Oils,Chinese Noodles,Other Vegetables,Beans"
514,"Other Vegetables,Bread,Organic Dals & Pulses,Organic F&V,Other Vegetables,Gourd & Cucumber,Brinjals"
515,"Urad Dal,Moong Dal,Toor Dal,Basmati Rice,Moong Dal,Sugar,Moong Dal,Aluminium Foil & Cling Wrap,Other Dals,Whole Spices"
516,"Toor Dal,Other Dals,Urad Dal,Boiled Rice,Whole Spices,Liquid Soaps & Bars"
517,"Whole Spices,Organic F&V,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Other Vegetables"
518,"Moong Dal,Other Dals,Whole Spices,Other Dals,Other Dals,Raisins,Whole Spices"
519,"Raw Rice,Brinjals,Gourd & Cucumber,Root Vegetables,Sunflower Oils,Other Vegetables,Whole Spices"
520,"Other Dals,Other Vegetables,Gourd & Cucumber,Other Vegetables,Maida,Raw Rice,Other Dals"
521,"Moong Dal,Other Dry Fruits,Sugar,Namkeen,Cookies,Cashews,Toor Dal,Moong Dal"
522,"Gourd & Cucumber,Brinjals,Cream Biscuits,Beans,Organic F&V,Organic F&V,Namkeen"
523,"Other Vegetables,Sugar,Other Vegetables,Gourd & Cucumber,Whole Spices,Banana"
524,"Raw Rice,Avalakki / Poha,Root Vegetables,Beans,Exotic Vegetables,Other Rice Products,Beans,Exotic Vegetables,Whole Spices,Exotic Vegetables,Gourd & Cucumber,Other Vegetables"
525,"Raw Rice,Other Rice Products,Whole Spices,Moong Dal,Health Supplements,Liquid Soaps & Bars,Honey"
526,"Sooji & Rava,Cooking Paste,Gourd & Cucumber,Banana,Brinjals,Other Dals,Besan"
527,"Beans,Other Dals,Raw Peanuts,Other Vegetables,Whole Spices,Chilli & Soya Sauces,Brinjals,Other Dals,Chilli & Soya Sauces,Whole Spices,Whole Spices,Whole Spices"
528,"Gourd & Cucumber,Namkeen,Other Vegetables,Namkeen,Avalakki / Poha,Whole Spices,Beans,Maida"
529,"Ice Creams & Desserts,Sooji & Rava,Whole Spices,Other Dals,Other Dals,Health Drinks,Avalakki / Poha,Raw Rice,Toor Dal"
530,"Ghee,Buns & Pavs,Raw Peanuts,Namkeen,Brinjals,Root Vegetables,Cooking Paste,Raisins,Namkeen"
531,"Health Drinks,Avalakki / Poha,Organic Dals & Pulses,Sooji & Rava,Beans,Root Vegetables"
532,"Cooking Paste,Sugar,Other Dals,Jaggery,Other Dals,Moong Dal,Almonds"
533,"Sunflower Oils,Root Vegetables,Moong Dal,Other Flours,Banana,Bread,Shaving Blade & Razors,Beans"
534,"Root Vegetables,Other Vegetables,Other Dals,Sugar,Other Vegetables,Banana,Other Rice Products,Brinjals"
535,"Avalakki / Poha,Whole Spices,Exotic Vegetables,Sugar,Bread,Sooji & Rava,Avalakki / Poha"
536,"Gourd & Cucumber,Raw Rice,Sugar,Raw Peanuts,Jaggery,Ghee,Organic Rice & Rice Products,Toor Dal,Urad Dal,Other Dals,Moong Dal"
537,"Namkeen,Snacky Nuts,Jaggery,Whole Spices,Sugar,Mosquito Repellent,Healthy & Digestive Biscuits,Organic Rice & Rice Products,Honey,Liquid Soaps & Bars"
538,"Sooji & Rava,Cookies,Beans,Other Dals,Moong Dal,Raw Rice,Toor Dal"
539,"Liquid Detergent,Sunflower Oils,Sugar,Sooji & Rava,Toor Dal,Liquid Soaps & Bars,Avalakki / Poha"
540,"Namkeen,Other Rice Products,Moong Dal,Cookies,Toor Dal,Namkeen,Sooji & Rava,Other Dals,Glucose, Marie & Milk Biscuits"
541,"Whole Spices,Other Vegetables,Mosquito Repellent,Urad Dal,Cookies,Whole Spices,Other Vegetables"
542,"Cookies,Other Vegetables,Raw Rice,Sooji & Rava,Other Dals,Liquid Soaps & Bars,Sunflower Oils"
543,"Cookies,Raw Peanuts,Boiled Rice,Gourd & Cucumber,Chilli & Soya Sauces,Cookies,Beans,Toor Dal,Gourd & Cucumber"
544,"Cookies,Shaving Blade & Razors,Other Vegetables,Namkeen,Honey,Exotic Vegetables,Other Sauces,Cooking Sauce,Maida,Toor Dal"
545,"Other Dry Fruits,Cookies,Almonds,Cashews,Ghee,Raisins"
546,"Cookies,Other Dals,Ghee,Namkeen,Toor Dal,Moong Dal,Boiled Rice,Sooji & Rava,Raw Rice,Whole Spices,Maida"
547,"Organic F&V,Face Wash,Basmati Rice,Ice Creams & Desserts,Organic Dals & Pulses,Regular Pasta,Root Vegetables,Exotic Vegetables,Brinjals,Organic F&V,Organic F&V,Cashews"
548,"Bread,Cooking Paste,Honey,Other Oils,Organic Rice & Rice Products,Whole Spices,Sugar"
549,"Urad Dal,Whole Spices,Whole Spices,Cookies,Toor Dal,Other Dals,Cashews,Whole Spices,Whole Spices"
550,"Cookies,Toor Dal,Other Dals,Cream Biscuits,Sugar,Other Dals,Other Dals,Avalakki / Poha"
551,"Exotic Vegetables,Other Vegetables,Sunflower Oils,Banana,Mango Juices,Cookies,Beans"
552,"Cookies,Instant Noodles,Raw Rice,Whole Spices,Sugar,Ground Coffee"
553,"Namkeen,Salty Biscuits,Other Vegetables,Maida,Raw Rice,Other Dals,Namkeen,Other Vegetables,Besan,Whole Spices"
554,"Brinjals,Other Vegetables,Organic Rice & Rice Products,Organic F&V,Organic Flours,Organic Juices"
555,"Urad Dal,Ground Coffee,Health Drinks,Whole Spices,Sugar,Whole Spices,Moong Dal,Whole Spices,Sooji & Rava,Jaggery,Boiled Rice,Sooji & Rava,Whole Spices,Whole Spices"
556,"Maida,Whole Spices,Cream Biscuits,Urad Dal,Sooji & Rava,Raw Rice,Whole Spices,Sugar,Sunflower Oils,Toor Dal,Jaggery,Other Dals"
557,"Sugar,Other Dals,Moong Dal,Bread,Whole Spices,Sunflower Oils,Toor Dal,Health Drinks,Urad Dal,Boiled Rice"
558,"Whole Spices,Root Vegetables,Moong Dal,Sunflower Oils,Instant Pastas,Organic F&V,Whole Spices"
559,"Other Oils,Yogurt & Lassi,Root Vegetables,Brinjals,Ground Coffee,Root Vegetables"
560,"Whole Spices,Raw Peanuts,Urad Dal,Other Dals,Sunflower Oils,Whole Spices,Cooking Paste,Whole Spices"
561,"Maida,Beans,Organic Masalas & Spices,Honey,Exotic Vegetables,Shaving Blade & Razors"
562,"Whole Spices,Organic Masalas & Spices,Ghee,Bread,Toor Dal,Root Vegetables,Whole Spices,Health Drinks"
563,"Beans,Other Vegetables,Other Vegetables,Cooking Paste,Whole Spices,Brinjals,Beans"
564,"Whole Spices,Shaving Blade & Razors,Whole Spices,Other Dals,Honey,Sooji & Rava,Other Dals,Whole Spices,Whole Spices,Almonds,Whole Spices,Shaving Blade & Razors"
565,"Moong Dal,Bread,Other Dals,Root Vegetables,Whole Spices,Whole Spices,Toor Dal,Other Vegetables,Other Rice Products,Other Dals"
566,"Moong Dal,Other Dals,Raw Rice,Other Dals,Raw Peanuts,Banana,Moong Dal"
567,"Other Dals,Other Dry Fruits,Raisins,Boiled Rice,Sugar,Other Rice Products,Cashews,Raw Peanuts,Avalakki / Poha,Urad Dal"
568,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Other Sweets,Beans,Ghee,Other Rice Products"
569,"Other Dals,Whole Spices,Whole Spices,Jaggery,Whole Spices,Liquid Detergent,Sugar,Moong Dal,Raw Peanuts,Rice Flour,Ghee,Other Dals,Liquid Soaps & Bars,Urad Dal,Moong Dal,Whole Spices"
570,"Exotic Vegetables,Banana,Other Dals,Raw Rice,Moong Dal,Whole Spices,Maida,Besan,Other Dals,Ghee,Other Dals"
571,"Banana,Sooji & Rava,Whole Spices,Beans,Besan,Raw Rice,Maida,Urad Dal,Sooji & Rava,Other Dry Fruits"
572,"Organic Flours,Other Dry Fruits,Other Vegetables,Organic Salt,Sugar & Jaggery,Other Dry Fruits,Organic Dals & Pulses,Whole Spices,Organic Dals & Pulses,Phenyles & Acids,Whole Spices"
573,"Jaggery,Other Dals,Other Dals,Other Dals,Mustard Oils,Moong Dal,Sugar,Namkeen,Namkeen,Other Dals,Besan,Raisins"
574,"Sugar,Urad Dal,Other Dals,Health Drinks,Other Dals,Toor Dal,Other Dals"
575,"Almonds,Whole Spices,Chilli & Soya Sauces,Powdered Spices,Namkeen,Whole Spices,Besan,Namkeen,Hand Wash,Namkeen,Whole Spices,Whole Spices"
576,"Namkeen,Other Dals,Namkeen,Sugar,Other Dals,Moong Dal,Namkeen"
577,"Whole Spices,Sugar,Sooji & Rava,Toor Dal,Whole Spices,Basmati Rice,Sooji & Rava,Urad Dal,Whole Spices,Whole Spices,Moong Dal"
578,"Other Dals,Health Drinks,Organic F&V,Sugar,Boiled Rice,Raisins,Cookies"
579,"Brinjals,Beans,Root Vegetables,Mosquito Repellent,Brinjals,Beans,Maida"
580,"Root Vegetables,Sunflower Oils,Gourd & Cucumber,Brinjals,Other Vegetables,Namkeen,Exotic Vegetables,Ghee,Namkeen"
581,"Beans,Sugar,Mango Juices,Brinjals,Other Vegetables,Root Vegetables,Banana"
582,"Beans,Organic F&V,Beans,Other Vegetables,Brinjals,Toor Dal,Basmati Rice,Whole Spices"
583,"Health Drinks,Raw Peanuts,Health Drinks,Ground Coffee,Sooji & Rava,Instant Pastas,Jaggery,Other Rice Products,Urad Dal,Avalakki / Poha"
584,"Maida,Whole Spices,Besan,Beans,Other Vegetables,Rice Flour,Gourd & Cucumber,Jaggery,Other Vegetables,Raw Peanuts,Organic F&V,Other Flours"
585,"Organic Masalas & Spices,Other Dals,Toor Dal,Root Vegetables,Other Flours,Whole Spices,Other Dals,Besan,Maida,Other Vegetables"
586,"Other Dals,Other Dals,Urad Dal,Sunflower Oils,Toor Dal,Rice Flour,Mosquito Repellent,Avalakki / Poha"
587,"Moong Dal,Chinese Noodles,Moong Dal,Other Vegetables,Toothpaste,Other Dals,Beans,Gourd & Cucumber,Avalakki / Poha"
588,"Urad Dal,Beans,Aluminium Foil & Cling Wrap,Beans,Brinjals,Gourd & Cucumber,Namkeen,Bread"
589,"Other Vegetables,Brinjals,Rice Flour,Beans,Gourd & Cucumber,Gourd & Cucumber,Brinjals"
590,"Whole Spices,Sunflower Oils,Raisins,Urad Dal,Cashews,Exotic Vegetables,Toor Dal,Whole Spices,Other Rice Products,Basmati Rice"
591,"Whole Spices,Brinjals,Whole Spices,Whole Spices,Basmati Rice,Raw Rice,Ghee,Whole Spices"
592,"Toor Dal,Other Vegetables,Beans,Moong Dal,Other Vegetables,Gourd & Cucumber"
593,"Cooking Paste,Namkeen,Cream Biscuits,Health Drinks,Avalakki / Poha,Cream Biscuits,Namkeen,Namkeen,Liquid Soaps & Bars"
594,"Banana,Root Vegetables,Bread,Brinjals,Other Rice Products,Cookies,Mosquito Repellent"
595,"Maida,Other Dals,Other Dals,Moong Dal,Cookies,Other Dry Fruits,Raw Rice"
596,"Namkeen,Other Dry Fruits,Namkeen,Namkeen,Namkeen,Other Dals,Namkeen,Moong Dal,Cookies,Jaggery,Aluminium Foil & Cling Wrap"
597,"Toor Dal,Cream Biscuits,Maida,Sunflower Oils,Cooking Paste,Other Dals,Whole Spices"
598,"Other Dals,Moong Dal,Banana,Exotic Vegetables,Raw Peanuts,Brinjals,Whole Spices"
599,"Namkeen,Bread,Moong Dal,Other Vegetables,Other Dals,Banana,Sooji & Rava,Other Dals"
600,"Other Vegetables,Whole Spices,Sugar,Sunflower Oils,Powdered Spices,Whole Spices,Gourd & Cucumber,Moong Dal"
601,"Root Vegetables,Raisins,Sugar,Brinjals,Other Vegetables,Beans,Bread,Other Dry Fruits,Gourd & Cucumber,Beans,Almonds"
602,"Banana,Yogurt & Lassi,Brinjals,Urad Dal,Sugar,Beans,Bread,Sooji & Rava"
603,"Whole Spices,Sugar,Moong Dal,Raw Peanuts,Urad Dal,Sooji & Rava,Whole Spices,Whole Spices,Avalakki / Poha"
604,"Sugar,Root Vegetables,Whole Spices,Cooking Paste,Exotic Vegetables,Cooking Paste,Other Dals,Other Vegetables,Other Dals,Chilli & Soya Sauces"
605,"Other Dals,Beans,Other Dals,Beans,Toor Dal,Gourd & Cucumber,Other Vegetables"
606,"Namkeen,Toor Dal,Raw Rice,Liquid Detergent,Whole Spices,Moong Dal,Organic Rice & Rice Products,Whole Spices,Bread"
607,"Beans,Beans,Beans,Root Vegetables,Whole Spices,Sugar,Moong Dal,Brinjals,Root Vegetables"
608,"Raw Rice,Other Dals,Whole Spices,Other Dals,Urad Dal,Raw Rice,Maida"
609,"Urad Dal,Urad Dal,Cooking Paste,Toor Dal,Beans,Instant Pastas"
610,"Other Dals,Root Vegetables,Other Dals,Beans,Sooji & Rava,Toor Dal,Other Dals,Banana,Mango Juices"
611,"Almonds,Moong Dal,Other Dry Fruits,Other Dry Fruits,Gourd & Cucumber,Root Vegetables,Other Dals,Bread"
612,"Toor Dal,Whole Spices,Cream Biscuits,Whole Spices,Sugar,Moong Dal"
613,"Namkeen,Beans,Namkeen,Namkeen,Other Vegetables,Namkeen,Cream Biscuits"
614,"Vermicelli,Sugar,Whole Spices,Moong Dal,Banana,Ground Coffee,Cashews,Sooji & Rava,Urad Dal,Raisins,Health Drinks,Moong Dal,Other Dals,Other Dals"
615,"Whole Spices,Chilli & Soya Sauces,Raw Rice,Whole Spices,Other Dals,Other Dals,Moong Dal"
616,"Whole Spices,Whole Spices,Whole Spices,Whole Spices,Toor Dal,Sugar,Toilet Cleaners"
617,"Namkeen,Other Dals,Namkeen,Whole Spices,Cooking Paste,Namkeen,Snacky Nuts"
618,"Almonds,Whole Spices,Organic F&V,Gourd & Cucumber,Sooji & Rava,Sunflower Oils,Other Dry Fruits,Toor Dal,Sugar"
619,"Other Vegetables,Banana,Yogurt & Lassi,Brinjals,Other Rice Products,Other Rice Products,Boiled Rice"
620,"Whole Spices,Other Dals,Sugar,Other Dals,Besan,Urad Dal,Whole Spices,Moong Dal,Moong Dal,Other Dals,Moong Dal,Namkeen,Organic Rice & Rice Products,Raw Rice"
621,"Liquid Detergent,Yogurt & Lassi,Root Vegetables,Yogurt & Lassi,Other Dals,Raw Peanuts,Brinjals"
622,"Other Dals,Other Vegetables,Root Vegetables,Toor Dal,Other Dals,Brinjals,Other Vegetables"
623,"Moong Dal,Aluminium Foil & Cling Wrap,Toor Dal,Whole Spices,Health Drinks,Banana,Urad Dal,Whole Spices"
624,"Whole Spices,Whole Spices,Other Vegetables,Whole Spices,Whole Spices,Whole Spices"
625,"Banana,Gourd & Cucumber,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
626,"Moong Dal,Whole Spices,Whole Spices,Other Dals,Whole Spices,Other Dals,Ground Coffee,Avalakki / Poha"
627,"Namkeen,Organic F&V,Aluminium Foil & Cling Wrap,Honey,Moong Dal,Whole Spices,Toor Dal,Root Vegetables,Banana,Raw Rice"
628,"Whole Spices,Raw Rice,Toor Dal,Raw Peanuts,Whole Spices,Other Dals,Sunflower Oils"
629,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Bread,Besan,Banana"
630,"Whole Spices,Vermicelli,Whole Spices,Whole Spices,Cashews,Health Drinks,Other Dals,Whole Spices,Urad Dal,Toor Dal,Toor Dal,Raw Peanuts,Other Dals,Whole Spices"
631,"Besan,Urad Dal,Rice Flour,Sugar,Jaggery,Other Pooja Needs,Toor Dal"
632,"Toor Dal,Maida,Raisins,Other Dals,Whole Spices,Mustard Oils,Urad Dal,Cashews"
