basket_id,basket_items,recommended_items,recommended_items_details
8108141,Moong Dal; Namkeen; Toor Dal; Namkeen; Organic Rice & Rice Products; Yogurt & Lassi; Corn Snacks,Beans; Other Dals; Whole Spices; Other Vegetables; Sugar; Root Vegetables; Urad Dal; Sooji & Rava; Brinjals; Gourd & Cucumber,"Beans (Conf: 0.7798, Lift: 1.7536, Factor: 1); Other Dals (Conf: 0.7782, Lift: 1.6956, Factor: 1); Whole Spices (Conf: 0.7643, Lift: 1.8746, Factor: 1); Other Vegetables (Conf: 0.7636, Lift: 1.6527, Factor: 1); Sugar (Conf: 0.7101, Lift: 2.0295, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Urad Dal (Conf: 0.5889, Lift: 1.9898, Factor: 1); Sooji & Rava (Conf: 0.5694, Lift: 1.9996, Factor: 1); Brinjals (Conf: 0.5482, Lift: 1.6795, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1)"
8108248,"Moong Dal; Beans; Root Vegetables; Organic Salt,Sugar & Jaggery; Organic Dals & Pulses; Organic Rice & Rice Products; Boiled Rice; Organic Dals & Pulses",Whole Spices; Other Dals; Other Vegetables; Toor Dal; Sugar; Urad Dal; Sooji & Rava; Gourd & Cucumber; Brinjals; Raw Rice,"Whole Spices (Conf: 0.7879, Lift: 1.9325, Factor: 1); Other Dals (Conf: 0.7664, Lift: 1.6698, Factor: 1); Other Vegetables (Conf: 0.7636, Lift: 1.6527, Factor: 1); Toor Dal (Conf: 0.7364, Lift: 1.9070, Factor: 1); Sugar (Conf: 0.6746, Lift: 1.9280, Factor: 1); Urad Dal (Conf: 0.6667, Lift: 2.2526, Factor: 1); Sooji & Rava (Conf: 0.6385, Lift: 2.2420, Factor: 1); Gourd & Cucumber (Conf: 0.5817, Lift: 1.8454, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1)"
8108636,Beans; Root Vegetables; Brinjals; Urad Dal; Toor Dal; Gourd & Cucumber; Boiled Rice,Other Dals; Other Vegetables; Whole Spices; Sugar; Moong Dal; Sooji & Rava; Raw Rice; Banana; Sunflower Oils; Avalakki / Poha,"Other Dals (Conf: 0.7782, Lift: 1.6956, Factor: 1); Other Vegetables (Conf: 0.7425, Lift: 1.6070, Factor: 1); Whole Spices (Conf: 0.7042, Lift: 1.7273, Factor: 1); Sugar (Conf: 0.6062, Lift: 1.7325, Factor: 1); Moong Dal (Conf: 0.5758, Lift: 1.7095, Factor: 1); Sooji & Rava (Conf: 0.4860, Lift: 1.7067, Factor: 1); Raw Rice (Conf: 0.3697, Lift: 1.5805, Factor: 1); Banana (Conf: 0.3000, Lift: 1.3240, Factor: 1); Sunflower Oils (Conf: 0.2974, Lift: 1.5910, Factor: 1); Avalakki / Poha (Conf: 0.2744, Lift: 1.6001, Factor: 1)"
8108886,Other Dals; Other Dals; Other Rice Products; Raw Rice; Moong Dal; Vermicelli; Other Dals; Other Dals,Other Vegetables; Beans; Whole Spices; Root Vegetables; Toor Dal; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava,"Other Vegetables (Conf: 0.7636, Lift: 1.6527, Factor: 1); Beans (Conf: 0.7477, Lift: 1.6815, Factor: 1); Whole Spices (Conf: 0.7051, Lift: 1.7295, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Toor Dal (Conf: 0.6612, Lift: 1.7123, Factor: 1); Sugar (Conf: 0.6045, Lift: 1.7276, Factor: 1); Brinjals (Conf: 0.5482, Lift: 1.6795, Factor: 1); Gourd & Cucumber (Conf: 0.5283, Lift: 1.6760, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Sooji & Rava (Conf: 0.4880, Lift: 1.7134, Factor: 1)"
8109052,Boiled Rice; Toor Dal; Liquid Soaps & Bars; Whole Spices; Whole Spices; Liquid Soaps & Bars,Other Dals; Other Vegetables; Beans; Root Vegetables; Sugar; Urad Dal; Moong Dal; Gourd & Cucumber; Brinjals; Sooji & Rava,"Other Dals (Conf: 0.8025, Lift: 1.7485, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Beans (Conf: 0.7032, Lift: 1.5813, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Sugar (Conf: 0.6790, Lift: 1.9406, Factor: 1); Urad Dal (Conf: 0.5860, Lift: 1.9801, Factor: 1); Moong Dal (Conf: 0.5758, Lift: 1.7095, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1); Brinjals (Conf: 0.5338, Lift: 1.6353, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1)"
8109601,Sooji & Rava; Bread; Whole Grains; Whole Spices; Other Dry Fruits; Cream Biscuits; Sunflower Oils; Cream Biscuits; Ice Creams & Desserts; Whole Spices,Other Dals; Other Vegetables; Beans; Root Vegetables; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Urad Dal,"Other Dals (Conf: 0.7985, Lift: 1.7398, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Beans (Conf: 0.7059, Lift: 1.5873, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Toor Dal (Conf: 0.6204, Lift: 1.6068, Factor: 1); Sugar (Conf: 0.5833, Lift: 1.6671, Factor: 1); Moong Dal (Conf: 0.5479, Lift: 1.6269, Factor: 1); Brinjals (Conf: 0.5292, Lift: 1.6213, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Urad Dal (Conf: 0.5031, Lift: 1.6998, Factor: 1)"
8109885,Sooji & Rava; Moong Dal; Urad Dal; Sugar; Other Rice Products; Whole Spices; Whole Spices; Raw Rice; Whole Spices,Other Vegetables; Other Dals; Beans; Root Vegetables; Toor Dal; Brinjals; Gourd & Cucumber; Banana; Organic F&V; Avalakki / Poha,"Other Vegetables (Conf: 0.6273, Lift: 1.3576, Factor: 1); Other Dals (Conf: 0.6230, Lift: 1.3575, Factor: 1); Beans (Conf: 0.6027, Lift: 1.3554, Factor: 1); Root Vegetables (Conf: 0.5523, Lift: 1.3559, Factor: 1); Toor Dal (Conf: 0.5202, Lift: 1.3472, Factor: 1); Brinjals (Conf: 0.4412, Lift: 1.3517, Factor: 1); Gourd & Cucumber (Conf: 0.4255, Lift: 1.3499, Factor: 1); Banana (Conf: 0.2944, Lift: 1.2993, Factor: 1); Organic F&V (Conf: 0.2380, Lift: 1.3308, Factor: 1); Avalakki / Poha (Conf: 0.2140, Lift: 1.2477, Factor: 1)"
8110925,Beans; Root Vegetables; Urad Dal; Gourd & Cucumber; Toor Dal; Ground Coffee; Buns & Pavs; Besan,Other Dals; Other Vegetables; Whole Spices; Sugar; Moong Dal; Brinjals; Sooji & Rava; Raw Rice; Avalakki / Poha; Banana,"Other Dals (Conf: 0.7782, Lift: 1.6956, Factor: 1); Other Vegetables (Conf: 0.7425, Lift: 1.6070, Factor: 1); Whole Spices (Conf: 0.7042, Lift: 1.7273, Factor: 1); Sugar (Conf: 0.6062, Lift: 1.7325, Factor: 1); Moong Dal (Conf: 0.5930, Lift: 1.7607, Factor: 1); Brinjals (Conf: 0.5455, Lift: 1.6711, Factor: 1); Sooji & Rava (Conf: 0.5011, Lift: 1.7597, Factor: 1); Raw Rice (Conf: 0.3697, Lift: 1.5805, Factor: 1); Avalakki / Poha (Conf: 0.3019, Lift: 1.7604, Factor: 1); Banana (Conf: 0.3000, Lift: 1.3240, Factor: 1)"
8112695,Organic F&V; Organic F&V; Organic Masalas & Spices; Organic Masalas & Spices; Organic Rice & Rice Products; Organic Dals & Pulses; Exotic Vegetables; Organic Dals & Pulses,Urad Dal; Whole Spices; Sooji & Rava; Toor Dal; Sugar; Moong Dal; Other Dals; Raw Peanuts; Gourd & Cucumber; Beans,"Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Whole Spices (Conf: 0.6103, Lift: 3.7529, Factor: 1); Sooji & Rava (Conf: 0.6103, Lift: 3.7529, Factor: 1); Toor Dal (Conf: 0.5570, Lift: 3.1981, Factor: 1); Sugar (Conf: 0.5466, Lift: 2.7541, Factor: 1); Moong Dal (Conf: 0.5155, Lift: 3.3783, Factor: 1); Other Dals (Conf: 0.4576, Lift: 2.4134, Factor: 1); Raw Peanuts (Conf: 0.2536, Lift: 2.8736, Factor: 1); Gourd & Cucumber (Conf: 0.2048, Lift: 0.9226, Factor: 0.5); Beans (Conf: 0.2048, Lift: 0.9226, Factor: 0.5)"
8112726,Sugar; Avalakki / Poha; Whole Spices; Moong Dal; Whole Spices; Cream Biscuits; Whole Spices; Rice Flour; Jaggery; Other Rice Products; Sooji & Rava; Other Dals; Sunflower Oils; Whole Spices; Other Dals; Other Dals; Maida; Besan; Toor Dal; Whole Spices; Other Dals,Beans; Other Vegetables; Root Vegetables; Brinjals; Gourd & Cucumber; Urad Dal; Raw Rice; Banana; Organic F&V; Bread,"Beans (Conf: 0.5641, Lift: 1.2685, Factor: 1); Other Vegetables (Conf: 0.5566, Lift: 1.2046, Factor: 1); Root Vegetables (Conf: 0.5143, Lift: 1.2628, Factor: 1); Brinjals (Conf: 0.4018, Lift: 1.2309, Factor: 1); Gourd & Cucumber (Conf: 0.3741, Lift: 1.1869, Factor: 1); Urad Dal (Conf: 0.3734, Lift: 1.2616, Factor: 1); Raw Rice (Conf: 0.2909, Lift: 1.2437, Factor: 1); Banana (Conf: 0.2794, Lift: 1.2332, Factor: 1); Organic F&V (Conf: 0.1846, Lift: 1.0324, Factor: 1); Bread (Conf: 0.1624, Lift: 1.2361, Factor: 1)"
8113176,Other Vegetables; Toor Dal; Banana; Yogurt & Lassi; Root Vegetables; Raw Rice; Yogurt & Lassi,Beans; Other Dals; Whole Spices; Sugar; Moong Dal; Brinjals; Urad Dal; Gourd & Cucumber; Sooji & Rava; Sunflower Oils,"Beans (Conf: 0.7817, Lift: 1.7579, Factor: 1); Other Dals (Conf: 0.7782, Lift: 1.6956, Factor: 1); Whole Spices (Conf: 0.7544, Lift: 1.8503, Factor: 1); Sugar (Conf: 0.6466, Lift: 1.8478, Factor: 1); Moong Dal (Conf: 0.6166, Lift: 1.8308, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Urad Dal (Conf: 0.5498, Lift: 1.8576, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1); Sooji & Rava (Conf: 0.5224, Lift: 1.8344, Factor: 1); Sunflower Oils (Conf: 0.3421, Lift: 1.8304, Factor: 1)"
8114312,Sugar; Cookies; Brinjals; Cream Biscuits; Gourd & Cucumber; Beans; Banana; Toor Dal,Other Dals; Other Vegetables; Whole Spices; Root Vegetables; Moong Dal; Urad Dal; Sooji & Rava; Raw Rice; Avalakki / Poha; Sunflower Oils,"Other Dals (Conf: 0.8131, Lift: 1.7716, Factor: 1); Other Vegetables (Conf: 0.7453, Lift: 1.6130, Factor: 1); Whole Spices (Conf: 0.7193, Lift: 1.7643, Factor: 1); Root Vegetables (Conf: 0.6648, Lift: 1.6322, Factor: 1); Moong Dal (Conf: 0.5976, Lift: 1.7742, Factor: 1); Urad Dal (Conf: 0.5126, Lift: 1.7319, Factor: 1); Sooji & Rava (Conf: 0.5011, Lift: 1.7597, Factor: 1); Raw Rice (Conf: 0.3629, Lift: 1.5513, Factor: 1); Avalakki / Poha (Conf: 0.3019, Lift: 1.7604, Factor: 1); Sunflower Oils (Conf: 0.2974, Lift: 1.5910, Factor: 1)"
8114869,Root Vegetables; Beans; Instant Noodles; Sugar; Cooking Paste; Root Vegetables; Maida; Brinjals; Other Rice Products; Other Vegetables; Jaggery,Other Dals; Whole Spices; Toor Dal; Moong Dal; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils; Raw Peanuts,"Other Dals (Conf: 0.8247, Lift: 1.7970, Factor: 1); Whole Spices (Conf: 0.7431, Lift: 1.8227, Factor: 1); Toor Dal (Conf: 0.7108, Lift: 1.8408, Factor: 1); Moong Dal (Conf: 0.6159, Lift: 1.8288, Factor: 1); Gourd & Cucumber (Conf: 0.5600, Lift: 1.7765, Factor: 1); Urad Dal (Conf: 0.5400, Lift: 1.8245, Factor: 1); Sooji & Rava (Conf: 0.5224, Lift: 1.8344, Factor: 1); Raw Rice (Conf: 0.3629, Lift: 1.5513, Factor: 1); Sunflower Oils (Conf: 0.3421, Lift: 1.8304, Factor: 1); Raw Peanuts (Conf: 0.3259, Lift: 1.8385, Factor: 1)"
8115812,Honey; Root Vegetables; Banana; Beans; Other Dals; Cakes; Moong Dal,Other Vegetables; Whole Spices; Toor Dal; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils,"Other Vegetables (Conf: 0.7636, Lift: 1.6527, Factor: 1); Whole Spices (Conf: 0.7051, Lift: 1.7295, Factor: 1); Toor Dal (Conf: 0.6866, Lift: 1.7781, Factor: 1); Sugar (Conf: 0.6183, Lift: 1.7671, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Gourd & Cucumber (Conf: 0.5283, Lift: 1.6760, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Sooji & Rava (Conf: 0.4802, Lift: 1.6862, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1); Sunflower Oils (Conf: 0.3227, Lift: 1.7267, Factor: 1)"
8116158,Whole Spices; Boiled Rice; Whole Spices; Whole Spices; Sooji & Rava; Rice Flour; Other Dals; Urad Dal; Raw Rice; Other Dals; Jaggery,Other Vegetables; Beans; Root Vegetables; Toor Dal; Moong Dal; Sugar; Brinjals; Gourd & Cucumber; Banana; Sunflower Oils,"Other Vegetables (Conf: 0.6486, Lift: 1.4039, Factor: 1); Beans (Conf: 0.6303, Lift: 1.4174, Factor: 1); Root Vegetables (Conf: 0.5766, Lift: 1.4157, Factor: 1); Toor Dal (Conf: 0.5460, Lift: 1.4140, Factor: 1); Moong Dal (Conf: 0.4720, Lift: 1.4013, Factor: 1); Sugar (Conf: 0.4686, Lift: 1.3392, Factor: 1); Brinjals (Conf: 0.4581, Lift: 1.4037, Factor: 1); Gourd & Cucumber (Conf: 0.4444, Lift: 1.4099, Factor: 1); Banana (Conf: 0.3015, Lift: 1.3304, Factor: 1); Sunflower Oils (Conf: 0.2487, Lift: 1.3308, Factor: 1)"
8118745,Toor Dal; Moong Dal; Brinjals; Regular Pasta; Maida; Instant Noodles,Other Dals; Beans; Whole Spices; Other Vegetables; Root Vegetables; Sugar; Sooji & Rava; Gourd & Cucumber; Urad Dal; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Beans (Conf: 0.7798, Lift: 1.7536, Factor: 1); Whole Spices (Conf: 0.7692, Lift: 1.8867, Factor: 1); Other Vegetables (Conf: 0.7636, Lift: 1.6527, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Sugar (Conf: 0.6319, Lift: 1.8061, Factor: 1); Sooji & Rava (Conf: 0.5399, Lift: 1.8958, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1); Urad Dal (Conf: 0.5125, Lift: 1.7317, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1)"
8119388,Brinjals; Other Vegetables; Whole Spices; Sugar; Soya Products; Raw Rice; Sunflower Oils; Other Dals,Beans; Root Vegetables; Toor Dal; Moong Dal; Gourd & Cucumber; Urad Dal; Sooji & Rava; Banana; Raw Peanuts; Avalakki / Poha,"Beans (Conf: 0.6619, Lift: 1.4883, Factor: 1); Root Vegetables (Conf: 0.6114, Lift: 1.5010, Factor: 1); Toor Dal (Conf: 0.5756, Lift: 1.4907, Factor: 1); Moong Dal (Conf: 0.4978, Lift: 1.4779, Factor: 1); Gourd & Cucumber (Conf: 0.4514, Lift: 1.4321, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Sooji & Rava (Conf: 0.4233, Lift: 1.4865, Factor: 1); Banana (Conf: 0.3000, Lift: 1.3240, Factor: 1); Raw Peanuts (Conf: 0.2641, Lift: 1.4898, Factor: 1); Avalakki / Poha (Conf: 0.2016, Lift: 1.1756, Factor: 1)"
8119882,Sugar; Gourd & Cucumber; Sunflower Oils; Whole Spices; Banana; Root Vegetables; Other Rice Products; Bread; Organic F&V; Organic Flours; Urad Dal,Other Vegetables; Other Dals; Beans; Toor Dal; Moong Dal; Brinjals; Sooji & Rava; Raw Rice; Raw Peanuts; Avalakki / Poha,"Other Vegetables (Conf: 0.6912, Lift: 1.4959, Factor: 1); Other Dals (Conf: 0.6832, Lift: 1.4885, Factor: 1); Beans (Conf: 0.6606, Lift: 1.4855, Factor: 1); Toor Dal (Conf: 0.5714, Lift: 1.4799, Factor: 1); Moong Dal (Conf: 0.5000, Lift: 1.4846, Factor: 1); Brinjals (Conf: 0.4834, Lift: 1.4811, Factor: 1); Sooji & Rava (Conf: 0.4152, Lift: 1.4580, Factor: 1); Raw Rice (Conf: 0.3180, Lift: 1.3595, Factor: 1); Raw Peanuts (Conf: 0.2640, Lift: 1.4891, Factor: 1); Avalakki / Poha (Conf: 0.2495, Lift: 1.4550, Factor: 1)"
8120159,Other Vegetables; Namkeen; Brinjals; Namkeen; Root Vegetables; Gourd & Cucumber; Gourd & Cucumber,Other Dals; Whole Spices; Beans; Toor Dal; Sugar; Moong Dal; Urad Dal; Sooji & Rava; Sunflower Oils; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7830, Lift: 1.9205, Factor: 1); Beans (Conf: 0.7817, Lift: 1.7579, Factor: 1); Toor Dal (Conf: 0.7480, Lift: 1.9371, Factor: 1); Sugar (Conf: 0.6772, Lift: 1.9353, Factor: 1); Moong Dal (Conf: 0.6471, Lift: 1.9212, Factor: 1); Urad Dal (Conf: 0.5714, Lift: 1.9308, Factor: 1); Sooji & Rava (Conf: 0.5495, Lift: 1.9296, Factor: 1); Sunflower Oils (Conf: 0.3421, Lift: 1.8304, Factor: 1); Raw Rice (Conf: 0.3358, Lift: 1.4358, Factor: 1)"
8120360,Root Vegetables; Raw Rice; Besan; Gourd & Cucumber; Whole Spices; Sooji & Rava; Sugar; Brinjals,Other Vegetables; Other Dals; Beans; Toor Dal; Moong Dal; Urad Dal; Banana; Raw Peanuts; Avalakki / Poha; Maida,"Other Vegetables (Conf: 0.6911, Lift: 1.4957, Factor: 1); Other Dals (Conf: 0.6867, Lift: 1.4963, Factor: 1); Beans (Conf: 0.6619, Lift: 1.4883, Factor: 1); Toor Dal (Conf: 0.5756, Lift: 1.4907, Factor: 1); Moong Dal (Conf: 0.5029, Lift: 1.4930, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Banana (Conf: 0.3208, Lift: 1.4158, Factor: 1); Raw Peanuts (Conf: 0.2641, Lift: 1.4898, Factor: 1); Avalakki / Poha (Conf: 0.2525, Lift: 1.4726, Factor: 1); Maida (Conf: 0.1853, Lift: 1.4983, Factor: 1)"
8120435,Toor Dal; Whole Spices; Urad Dal; Other Dals; Whole Spices; Raw Peanuts; Moong Dal; Whole Spices; Sugar; Other Dals,Other Vegetables; Beans; Root Vegetables; Brinjals; Gourd & Cucumber; Sooji & Rava; Raw Rice; Banana; Sunflower Oils; Organic F&V,"Other Vegetables (Conf: 0.5755, Lift: 1.2456, Factor: 1); Beans (Conf: 0.5556, Lift: 1.2493, Factor: 1); Root Vegetables (Conf: 0.5079, Lift: 1.2470, Factor: 1); Brinjals (Conf: 0.4000, Lift: 1.2255, Factor: 1); Gourd & Cucumber (Conf: 0.3741, Lift: 1.1869, Factor: 1); Sooji & Rava (Conf: 0.3507, Lift: 1.2315, Factor: 1); Raw Rice (Conf: 0.2909, Lift: 1.2437, Factor: 1); Banana (Conf: 0.2801, Lift: 1.2361, Factor: 1); Sunflower Oils (Conf: 0.2191, Lift: 1.1725, Factor: 1); Organic F&V (Conf: 0.2123, Lift: 1.1874, Factor: 1)"
8120485,Moong Dal; Banana; Raw Rice; Root Vegetables; Moong Dal; Toor Dal,Other Dals; Other Vegetables; Beans; Whole Spices; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava; Sunflower Oils,"Other Dals (Conf: 0.7782, Lift: 1.6956, Factor: 1); Other Vegetables (Conf: 0.7636, Lift: 1.6527, Factor: 1); Beans (Conf: 0.7172, Lift: 1.6129, Factor: 1); Whole Spices (Conf: 0.6942, Lift: 1.7027, Factor: 1); Sugar (Conf: 0.5964, Lift: 1.7046, Factor: 1); Brinjals (Conf: 0.5482, Lift: 1.6795, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Sooji & Rava (Conf: 0.4491, Lift: 1.5770, Factor: 1); Sunflower Oils (Conf: 0.3083, Lift: 1.6493, Factor: 1)"
8120702,Other Dals; Other Dals; Other Rice Products; Toor Dal; Other Dals; Urad Dal; Cooking Paste,Other Vegetables; Beans; Root Vegetables; Whole Spices; Sugar; Brinjals; Moong Dal; Gourd & Cucumber; Sooji & Rava; Raw Rice,"Other Vegetables (Conf: 0.7196, Lift: 1.5574, Factor: 1); Beans (Conf: 0.6882, Lift: 1.5475, Factor: 1); Root Vegetables (Conf: 0.6332, Lift: 1.5545, Factor: 1); Whole Spices (Conf: 0.6303, Lift: 1.5460, Factor: 1); Sugar (Conf: 0.5471, Lift: 1.5635, Factor: 1); Brinjals (Conf: 0.5093, Lift: 1.5602, Factor: 1); Moong Dal (Conf: 0.5000, Lift: 1.4846, Factor: 1); Gourd & Cucumber (Conf: 0.4859, Lift: 1.5415, Factor: 1); Sooji & Rava (Conf: 0.4350, Lift: 1.5276, Factor: 1); Raw Rice (Conf: 0.3606, Lift: 1.5417, Factor: 1)"
8120853,"Organic Salt,Sugar & Jaggery; Bread; Sunflower Oils; Namkeen; Other Dry Fruits; Organic F&V",Urad Dal; Other Vegetables; Other Dals; Moong Dal; Toor Dal; Sooji & Rava; Root Vegetables; Sugar; Whole Spices; Gourd & Cucumber,"Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Other Vegetables (Conf: 0.7152, Lift: 1.5478, Factor: 1); Other Dals (Conf: 0.7112, Lift: 1.5496, Factor: 1); Moong Dal (Conf: 0.6800, Lift: 2.0190, Factor: 1); Toor Dal (Conf: 0.6204, Lift: 1.6068, Factor: 1); Sooji & Rava (Conf: 0.6028, Lift: 2.1169, Factor: 1); Root Vegetables (Conf: 0.6022, Lift: 1.4783, Factor: 1); Sugar (Conf: 0.6014, Lift: 3.1787, Factor: 1); Whole Spices (Conf: 0.6014, Lift: 3.1787, Factor: 1); Gourd & Cucumber (Conf: 0.5093, Lift: 1.6156, Factor: 1)"
8122275,Exotic Vegetables; Other Dals; Whole Spices; Whole Spices; Regular Pasta; Other Dals; Whole Spices; Soya Products,Other Vegetables; Toor Dal; Beans; Root Vegetables; Sugar; Moong Dal; Urad Dal; Brinjals; Gourd & Cucumber; Sooji & Rava,"Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Toor Dal (Conf: 0.7557, Lift: 1.9572, Factor: 1); Beans (Conf: 0.7477, Lift: 1.6815, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Sugar (Conf: 0.6790, Lift: 1.9406, Factor: 1); Moong Dal (Conf: 0.6188, Lift: 1.8372, Factor: 1); Urad Dal (Conf: 0.5789, Lift: 1.9562, Factor: 1); Brinjals (Conf: 0.5157, Lift: 1.5800, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1)"
8122344,Sugar; Ghee; Gourd & Cucumber; Whole Spices; Whole Spices; Jaggery; Raw Rice; Moong Dal; Banana; Whole Spices,Other Vegetables; Other Dals; Beans; Root Vegetables; Toor Dal; Brinjals; Urad Dal; Sooji & Rava; Sunflower Oils; Raw Peanuts,"Other Vegetables (Conf: 0.7289, Lift: 1.5776, Factor: 1); Other Dals (Conf: 0.7227, Lift: 1.5746, Factor: 1); Beans (Conf: 0.7121, Lift: 1.6013, Factor: 1); Root Vegetables (Conf: 0.6396, Lift: 1.5702, Factor: 1); Toor Dal (Conf: 0.5912, Lift: 1.5312, Factor: 1); Brinjals (Conf: 0.4946, Lift: 1.5153, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Sooji & Rava (Conf: 0.4233, Lift: 1.4865, Factor: 1); Sunflower Oils (Conf: 0.2955, Lift: 1.5813, Factor: 1); Raw Peanuts (Conf: 0.2641, Lift: 1.4898, Factor: 1)"
8122589,Urad Dal; Health Drinks; Whole Spices; Whole Spices; Boiled Rice; Sunflower Oils,Other Vegetables; Other Dals; Beans; Root Vegetables; Toor Dal; Sugar; Moong Dal; Gourd & Cucumber; Sooji & Rava; Brinjals,"Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Other Dals (Conf: 0.7363, Lift: 1.6042, Factor: 1); Beans (Conf: 0.7143, Lift: 1.6062, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Toor Dal (Conf: 0.6406, Lift: 1.6591, Factor: 1); Sugar (Conf: 0.5862, Lift: 1.6753, Factor: 1); Moong Dal (Conf: 0.5517, Lift: 1.6381, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1); Brinjals (Conf: 0.4581, Lift: 1.4037, Factor: 1)"
8123487,Ghee; Brinjals; Sugar; Beans; Whole Spices; Raw Rice; Sunflower Oils,Other Dals; Other Vegetables; Root Vegetables; Toor Dal; Moong Dal; Gourd & Cucumber; Urad Dal; Sooji & Rava; Banana; Raw Peanuts,"Other Dals (Conf: 0.7402, Lift: 1.6128, Factor: 1); Other Vegetables (Conf: 0.7289, Lift: 1.5776, Factor: 1); Root Vegetables (Conf: 0.6396, Lift: 1.5702, Factor: 1); Toor Dal (Conf: 0.6204, Lift: 1.6068, Factor: 1); Moong Dal (Conf: 0.5419, Lift: 1.6090, Factor: 1); Gourd & Cucumber (Conf: 0.4879, Lift: 1.5478, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Sooji & Rava (Conf: 0.4233, Lift: 1.4865, Factor: 1); Banana (Conf: 0.2944, Lift: 1.2993, Factor: 1); Raw Peanuts (Conf: 0.2854, Lift: 1.6102, Factor: 1)"
