,0
1346,"Raw Peanuts,Moong Dal,Other Dals,Toor Dal,Raw Rice,Other Dals,Maida,Sooji & Rava,Boiled Rice,Urad Dal,Glucose, Marie & Milk Biscuits,Rice Flour,Sooji & Rava,Sugar,Sunflower Oils,Ground Coffee"
1347,"Raw Peanuts,Whole Spices,Toor Dal,Avalakki / Poha,Other Dals,Whole Spices,Whole Spices,Sooji & Rava,Sooji & Rava,Health Drinks,Organic Masalas & Spices,Urad Dal,Liquid Soaps & Bars"
1348,"Other Vegetables,Whole Spices,Brinjals,Whole Spices,Exotic Vegetables,Beans,Other Rice Products,Toor Dal,Cream Biscuits"
1349,"Raw Peanuts,Whole Spices,Toor Dal,Avalakki / Poha,Rice Flour,Sugar,Whole Spices,Whole Spices,Maida,Sooji & Rava,Ghee,Other Flours,Ghee,Raisins,Cashews,Urad Dal"
1350,"Brinjals,Other Vegetables,Banana,Raw Peanuts,Toor Dal,Brinjals,Besan,Organic Dals & Pulses,Other Dry Fruits,Cooking Paste"
1351,"Other Vegetables,Whole Spices,Avalakki / Poha,Brinjals,Rice Flour,Urad Dal,Sugar,Buns & Pavs,Raisins,Cashews,Wafers"
1352,"Sunflower Oils,Root Vegetables,Beans,Brinjals,Toor Dal,Moong Dal,Other Dals,Gourd & Cucumber,Whole Spices,Raw Rice,Boiled Rice,Urad Dal,Cashews,Instant Noodles,Cashews,Organic F&V"
1353,"Beans,Ground Coffee,Root Vegetables,Brinjals,Root Vegetables,Gourd & Cucumber,Beans,Namkeen,Mosquito Repellent,Sanitary Pads,Organic F&V,Organic F&V,Healthy Snacks"
1354,"Other Vegetables,Basmati Rice,Bread,Beans,Namkeen,Namkeen,Toor Dal,Ghee,Namkeen,Avalakki / Poha,Namkeen,Root Vegetables"
1355,"Gourd & Cucumber,Other Vegetables,Beans,Health Drinks,Other Dals,Whole Spices,Honey,Agarbatti"
1356,"Toor Dal,Raw Peanuts,Rice Flour,Raw Rice,Sooji & Rava,Urad Dal,Besan,Other Dals,Sunflower Oils"
1357,"Other Vegetables,Beans,Brinjals,Whole Spices,Sugar,Banana,Gourd & Cucumber,Namkeen,Corn Snacks,Corn Snacks"
1358,"Banana,Other Vegetables,Raisins,Cashews,Yogurt & Lassi,Yogurt & Lassi,Raisins,Organic F&V,Chips,Organic F&V"
1359,"Beans,Other Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1360,"Toor Dal,Besan,Maida,Glucose, Marie & Milk Biscuits,Brinjals,Cream Biscuits,Buns & Pavs,Organic F&V,Organic F&V"
1361,"Gourd & Cucumber,Brinjals,Banana,Gourd & Cucumber,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1362,"Gourd & Cucumber,Beans,Brinjals,Brinjals,Brinjals,Moong Dal,Beans,Beans,Organic Masalas & Spices,Other Vegetables,Namkeen,Namkeen"
1363,"Raw Peanuts,Other Dals,Whole Spices,Avalakki / Poha,Moong Dal,Other Dals,Sooji & Rava,Jaggery,Glucose, Marie & Milk Biscuits,Rice Flour,Other Oils,Glucose, Marie & Milk Biscuits"
1364,"Exotic Vegetables,Other Vegetables,Brinjals,Banana,Other Dals,Sooji & Rava,Organic F&V,Organic F&V,Cream Biscuits"
1365,"Beans,Brinjals,Brinjals,Other Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Gourd & Cucumber,Raisins"
1366,"Beans,Brinjals,Other Vegetables,Gourd & Cucumber,Brinjals,Moong Dal,Toor Dal,Moong Dal,Gourd & Cucumber,Moong Dal,Other Vegetables,Cream Biscuits,Avalakki / Poha"
1367,"Beans,Banana,Beans,Raw Rice,Sugar,Sunflower Oils,Organic F&V,Organic F&V,Organic F&V"
1368,"Other Vegetables,Banana,Gourd & Cucumber,Moong Dal,Jaggery,Other Vegetables,Regular Pasta,Sugar"
1369,"Whole Spices,Avalakki / Poha,Raw Rice,Other Rice Products,Besan,Other Dals,Maida,Sugar,Jaggery"
1370,"Moong Dal,Toor Dal,Raw Rice,Banana,Namkeen,Cream Biscuits,Shaving Cream, Foam & Gels,Other Oils,Namkeen,Organic F&V"
1371,"Raw Peanuts,Brinjals,Exotic Vegetables,Moong Dal,Toor Dal,Other Dals,Moong Dal,Raw Rice,Urad Dal,Other Vegetables,Regular Pasta,Other Dals,Root Vegetables,Cooking Sauce,Basmati Rice,Organic F&V"
1372,"Gourd & Cucumber,Bread,Beans,Gourd & Cucumber,Namkeen,Root Vegetables,Avalakki / Poha,Shoe Polish"
1373,"Banana,Sooji & Rava,Moong Dal,Whole Spices,Toor Dal,Other Dals,Moong Dal,Other Dals,Other Dals,Maida,Other Dals,Other Dals,Other Dals,Organic F&V"
1374,"Gourd & Cucumber,Banana,Beans,Organic Masalas & Spices,Cashews,Other Dals,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1375,"Brinjals,Organic Flours,Beans,Raw Peanuts,Whole Spices,Toor Dal,Beans,Banana,Other Dals,Jaggery,Other Dals"
1376,"Gourd & Cucumber,Other Vegetables,Other Vegetables,Moong Dal,Toor Dal,Other Dals,Cooking Paste,Sooji & Rava,Besan,Aluminium Foil & Cling Wrap,Sugar,Root Vegetables,Phenyles & Acids,Basmati Rice,Honey"
1377,"Gourd & Cucumber,Beans,Organic Masalas & Spices,Beans,Gourd & Cucumber,Sunflower Oils,Organic Dals & Pulses,Besan,Other Vegetables,Organic Rice & Rice Products"
1378,"Root Vegetables,Bread,Other Vegetables,Other Vegetables,Beans,Other Dals,Urad Dal,Buns & Pavs,Root Vegetables,Other Dry Fruits,Cashews"
1379,"Other Vegetables,Sunflower Oils,Beans,Brinjals,Other Dals,Sooji & Rava,Sooji & Rava,Ghee,Sugar,Root Vegetables,Almonds"
1380,"Bread,Other Vegetables,Beans,Brinjals,Toor Dal,Urad Dal,Ghee,Health Drinks"
1381,"Other Vegetables,Brinjals,Root Vegetables,Brinjals,Moong Dal,Yogurt & Lassi,Yogurt & Lassi,Raisins,Organic F&V,Organic F&V"
1382,"Other Vegetables,Bread,Toor Dal,Gourd & Cucumber,Other Vegetables,Sugar,Brinjals,Other Dry Fruits"
1383,"Ground Coffee,Other Vegetables,Whole Spices,Sooji & Rava,Moong Dal,Other Dals,Whole Spices,Toor Dal,Raw Peanuts,Moong Dal,Urad Dal,Whole Spices,Whole Spices,Sooji & Rava,Raw Rice,Boiled Rice,Other Rice Products,Besan,Other Dals,Sugar,Other Flours,Jaggery,Whole Spices,Avalakki / Poha,Raisins,Other Dry Fruits,Other Dals"
1384,"Sunflower Oils,Whole Spices,Moong Dal,Other Dals,Whole Spices,Moong Dal,Whole Spices,Sooji & Rava,Sugar,Other Dals"
1385,"Root Vegetables,Brinjals,Other Vegetables,Root Vegetables,Beans,Beans,Sunflower Oils,Banana,Gourd & Cucumber,Jaggery,Ghee,Other Spreads"
1386,"Gourd & Cucumber,Beans,Beans,Exotic Vegetables,Exotic Vegetables,Exotic Vegetables,Root Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1387,"Other Vegetables,Beans,Other Dals,Moong Dal,Toor Dal,Whole Spices,Moong Dal,Namkeen,Other Vegetables,Sugar,Almonds,Other Dry Fruits"
1388,"Bread,Brinjals,Other Vegetables,Beans,Beans,Instant Noodles,Root Vegetables,Instant Noodles"
1389,"Root Vegetables,Gourd & Cucumber,Namkeen,Namkeen,Gourd & Cucumber,Namkeen,Instant Noodles,Namkeen,Cooking Paste,Instant Noodles"
1390,"Chinese Noodles,Vermicelli,Other Dals,Whole Spices,Sooji & Rava,Beans,Urad Dal,Besan,Mosquito Repellent,Cream Biscuits,Cashews"
1391,"Bread,Beans,Brinjals,Beans,Sooji & Rava,Toor Dal,Other Dals,Urad Dal,Other Dals,Sugar,Namkeen"
1392,"Other Vegetables,Beans,Gourd & Cucumber,Chinese Noodles,Beans,Namkeen,Gourd & Cucumber,Other Vegetables,Corn Snacks,Namkeen,Namkeen,Namkeen"
1393,"Whole Spices,Moong Dal,Toor Dal,Sooji & Rava,Raw Rice,Boiled Rice,Rice Flour,Sunflower Oils,Sugar,Cashews"
1394,"Whole Spices,Avalakki / Poha,Raw Peanuts,Sooji & Rava,Sooji & Rava,Organic Dals & Pulses,Mosquito Repellent,Sugar,Tomato Ketchup,Organic Masalas & Spices,Other Dry Fruits,Cashews,Almonds"
1395,"Brinjals,Other Vegetables,Beans,Chinese Noodles,Other Dals,Other Dals,Beans,Root Vegetables,Other Dals,Other Dals,Other Dals"
1396,"Brinjals,Other Vegetables,Root Vegetables,Exotic Vegetables,Exotic Vegetables,Beans,Brinjals,Other Vegetables"
1397,"Other Vegetables,Gourd & Cucumber,Whole Spices,Other Dals,Toor Dal,Besan,Other Vegetables,Maida,Brinjals,Cashews,Other Dals"
1398,"Root Vegetables,Exotic Vegetables,Banana,Moong Dal,Other Dals,Beans,Jaggery,Other Vegetables,Root Vegetables,Cooking Sauce,Other Dals,Organic F&V,Body Wash"
1399,"Brinjals,Other Vegetables,Root Vegetables,Root Vegetables,Beans,Urad Dal,Cream Biscuits,Salty Biscuits"
1400,"Root Vegetables,Beans,Beans,Other Dals,Toor Dal,Moong Dal,Gourd & Cucumber,Raw Rice,Besan,Root Vegetables"
1401,"Moong Dal,Beans,Namkeen,Root Vegetables,Namkeen,Regular Pasta,Yogurt & Lassi,Yogurt & Lassi,Yogurt & Lassi"
1402,"Vermicelli,Whole Spices,Sooji & Rava,Raw Rice,Maida,Exotic Vegetables,Mosquito Repellent,Namkeen,Namkeen,Namkeen,Namkeen"
1403,"Other Vegetables,Other Vegetables,Moong Dal,Sugar,Ghee,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1404,"Brinjals,Bread,Other Vegetables,Root Vegetables,Banana,Chinese Noodles,Beans,Beans,Maida,Boiled Rice,Ready Mix,Sunflower Oils,Root Vegetables,Ice Creams & Desserts,Other Dals"
1405,"Gourd & Cucumber,Beans,Beans,Brinjals,Brinjals,Other Vegetables,Beans,Bread,Gourd & Cucumber,Other Vegetables,Root Vegetables"
1406,"Raw Peanuts,Whole Spices,Other Dals,Avalakki / Poha,Sooji & Rava,Rice Flour,Besan,Other Dals,Other Dals,Other Oils,Health Drinks,Other Dals"
1407,"Brinjals,Other Vegetables,Root Vegetables,Other Dals,Beans,Gourd & Cucumber,Raw Rice,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1408,"Gourd & Cucumber,Beans,Root Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Glucose, Marie & Milk Biscuits,Maida,Brinjals,Buns & Pavs,Chilli & Soya Sauces,Almonds"
1409,"Brinjals,Brinjals,Root Vegetables,Beans,Banana,Beans,Beans,Gourd & Cucumber,Brinjals,Sugar,Cream Biscuits"
1410,"Raw Peanuts,Whole Spices,Whole Spices,Whole Spices,Toor Dal,Avalakki / Poha,Other Dals,Whole Spices,Sooji & Rava,Sooji & Rava,Sooji & Rava,Health Drinks,Ghee,Urad Dal,Other Flours,Avalakki / Poha,Brooms & Dust Pans"
1411,"Sooji & Rava,Moong Dal,Other Dals,Moong Dal,Sooji & Rava,Urad Dal,Whole Spices,Instant Noodles,Phenyles & Acids,Other Dals,Toor Dal"
1412,"Other Vegetables,Beans,Gourd & Cucumber,Brinjals,Whole Spices,Moong Dal,Other Dals,Toor Dal,Moong Dal,Sunflower Oils,Moong Dal,Other Dals,Aluminium Foil & Cling Wrap,Sooji & Rava,Instant Pastas,Ghee"
1413,"Other Vegetables,Beans,Brinjals,Other Dals,Raw Rice,Banana,Health Drinks,Other Vegetables,Other Dals,Sugar,Root Vegetables,Boiled Rice,Organic Dals & Pulses,Glucose, Marie & Milk Biscuits"
1414,"Gourd & Cucumber,Bread,Beans,Brinjals,Banana,Gourd & Cucumber,Regular Pasta,Health Supplements"
1415,"Sunflower Oils,Basmati Rice,Other Dals,Moong Dal,Sooji & Rava,Moong Dal,Cooking Paste,Moong Dal,Sooji & Rava,Moong Dal,Boiled Rice,Cream Biscuits,Mango Juices,Liquid Detergent,Urad Dal,Shaving Blade & Razors,Cooking Sauce,Brooms & Dust Pans,Health Supplements"
1416,"Exotic Vegetables,Exotic Vegetables,Beans,Beans,Exotic Vegetables,Root Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1417,"Whole Spices,Avalakki / Poha,Sunflower Oils,Sugar,Ghee,Urad Dal,Other Rice Products,Jaggery,Cashews,Liquid Soaps & Bars"
1418,"Beans,Other Vegetables,Other Vegetables,Exotic Vegetables,Beans,Chinese Noodles,Bread,Moong Dal,Yogurt & Lassi,Yogurt & Lassi,Yogurt & Lassi"
1419,"Other Vegetables,Brinjals,Beans,Gourd & Cucumber,Glucose, Marie & Milk Biscuits,Mosquito Repellent,Namkeen,Glucose, Marie & Milk Biscuits,Health Drinks"
1420,"Raw Peanuts,Toor Dal,Other Dals,Moong Dal,Other Dals,Other Dals,Other Dals,Sugar,Sooji & Rava,Urad Dal,Besan,Other Dals,Urad Dal,Yogurt & Lassi,Yogurt & Lassi,Ready Baking Mixes,Almonds,Namkeen,Liquid Soaps & Bars,Liquid Soaps & Bars,Namkeen"
1421,"Moong Dal,Sooji & Rava,Whole Spices,Toor Dal,Raw Peanuts,Other Dals,Sooji & Rava,Sooji & Rava,Urad Dal,Boiled Rice,Other Rice Products"
1422,"Other Vegetables,Beans,Bread,Raw Rice,Organic Masalas & Spices,Avalakki / Poha,Root Vegetables,Organic F&V,Organic F&V"
1423,"Gourd & Cucumber,Other Vegetables,Other Vegetables,Brinjals,Toor Dal,Beans,Gourd & Cucumber,Root Vegetables"
1424,"Beans,Other Vegetables,Beans,Other Vegetables,Whole Spices,Toor Dal,Raw Peanuts,Sugar,Sooji & Rava,Raw Rice"
1425,"Root Vegetables,Bread,Beans,Root Vegetables,Gourd & Cucumber,Brinjals,Whole Spices,Toor Dal,Raw Peanuts,Other Dals,Urad Dal,Other Vegetables,Other Dals,Phenyles & Acids"
1426,"Other Vegetables,Other Vegetables,Beans,Beans,Snacky Nuts,Cakes,Root Vegetables,Instant Noodles"
1427,"Brinjals,Root Vegetables,Beans,Beans,Gourd & Cucumber,Other Dals,Aluminium Foil & Cling Wrap,Raw Rice,Brinjals,Other Dals,Gourd & Cucumber,Honey"
1428,"Whole Spices,Whole Spices,Toor Dal,Whole Spices,Maida,Sunflower Oils,Mosquito Repellent,Whole Spices,Cashews"
1429,"Root Vegetables,Other Vegetables,Brinjals,Beans,Beans,Beans,Brinjals,Other Vegetables,Root Vegetables"
1430,"Other Vegetables,Banana,Beans,Gourd & Cucumber,Besan,Gourd & Cucumber,Ghee,Other Oils,Root Vegetables,Cashews"
1431,"Banana,Moong Dal,Moong Dal,Raw Peanuts,Other Dals,Namkeen,Sugar,Other Dals,Sunflower Oils,Instant Noodles,Instant Noodles"
1432,"Gourd & Cucumber,Beans,Other Vegetables,Banana,Beans,Whole Spices,Whole Spices,Sooji & Rava,Moong Dal,Moong Dal,Maida,Sooji & Rava,Moong Dal,Urad Dal,Other Dals,Sugar,Root Vegetables,Almonds,Phenyles & Acids,Organic F&V,Organic F&V,Organic F&V"
1433,"Gourd & Cucumber,Other Vegetables,Beans,Exotic Vegetables,Root Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1434,"Beans,Banana,Health Drinks,Brinjals,Raw Peanuts,Sooji & Rava,Besan,Other Vegetables,Sunflower Oils,Cream Biscuits,Root Vegetables,Phenyles & Acids"
1435,"Gourd & Cucumber,Other Vegetables,Root Vegetables,Other Vegetables,Root Vegetables,Other Flours,Other Sweets,Yogurt & Lassi"
1436,"Exotic Vegetables,Other Dals,Gourd & Cucumber,Bread,Regular Pasta,Avalakki / Poha,Root Vegetables,Regular Pasta,Organic F&V,Organic F&V"
1437,"Other Vegetables,Root Vegetables,Exotic Vegetables,Beans,Bread,Namkeen,Yogurt & Lassi,Yogurt & Lassi,Regular Pasta"
1438,"Whole Spices,Vermicelli,Whole Spices,Moong Dal,Toor Dal,Moong Dal,Whole Spices,Sooji & Rava,Urad Dal,Avalakki / Poha,Cream Biscuits,Cream Biscuits"
1439,"Banana,Toor Dal,Beans,Namkeen,Urad Dal,Sugar,Root Vegetables,Namkeen,Phenyles & Acids"
1440,"Banana,Toor Dal,Moong Dal,Other Dals,Sunflower Oils,Raw Rice,Yogurt & Lassi,Liquid Soaps & Bars"
1441,"Brinjals,Beans,Moong Dal,Toor Dal,Gourd & Cucumber,Other Dals,Raisins,Almonds"
1442,"Other Dals,Namkeen,Sooji & Rava,Namkeen,Sunflower Oils,Avalakki / Poha,Cakes,Namkeen,Glucose, Marie & Milk Biscuits"
1443,"Other Vegetables,Root Vegetables,Root Vegetables,Exotic Vegetables,Regular Pasta,Almonds,Instant Pastas,Almonds,Raisins,Cashews,Organic F&V,Health Supplements"
1444,"Root Vegetables,Brinjals,Banana,Gourd & Cucumber,Sooji & Rava,Other Vegetables,Namkeen,Avalakki / Poha,Namkeen"
1445,"Sunflower Oils,Moong Dal,Other Dals,Urad Dal,Toor Dal,Sooji & Rava,Sugar,Maida,Other Dals,Urad Dal,Instant Noodles"
1446,"Moong Dal,Toor Dal,Moong Dal,Other Dals,Other Dals,Whole Spices,Sugar,Jaggery,Boiled Rice"
1447,"Other Vegetables,Root Vegetables,Beans,Beans,Gourd & Cucumber,Brinjals,Other Vegetables,Cakes"
1448,"Bread,Moong Dal,Other Dals,Cooking Paste,Other Dals,Moong Dal,Other Dals,Maida,Sooji & Rava,Jaggery,Avalakki / Poha,Basmati Rice,Mosquito Repellent,Toor Dal"
1449,"Other Dals,Toor Dal,Maida,Raw Rice,Besan,Sugar,Instant Noodles,Liquid Detergent,Body Wash"
1450,"Other Vegetables,Other Vegetables,Beans,Beans,Beans,Gourd & Cucumber,Moong Dal,Namkeen,Gourd & Cucumber,Besan,Mosquito Repellent,Corn Snacks,Namkeen,Other Dals,Corn Snacks,Corn Snacks,Namkeen"
1451,"Root Vegetables,Gourd & Cucumber,Beans,Brinjals,Other Vegetables,Root Vegetables,Other Dals,Gourd & Cucumber,Sooji & Rava,Sooji & Rava,Urad Dal"
1452,"Brinjals,Other Vegetables,Root Vegetables,Other Dals,Beans,Bread,Namkeen,Raw Rice,Aluminium Foil & Cling Wrap,Avalakki / Poha,Cashews,Organic F&V"
1453,"Bread,Organic Masalas & Spices,Organic Flours,Organic Dals & Pulses,Organic Dals & Pulses,Organic Rice & Rice Products,Sugar,Organic Masalas & Spices,Liquid Detergent,Vermicelli,Honey"
1454,"Gourd & Cucumber,Beans,Brinjals,Banana,Vermicelli,Toor Dal,Beans,Raw Rice,Sugar,Cream Biscuits,Mango Juices,Phenyles & Acids,Organic F&V,Organic F&V,Sunflower Oils"
1455,"Other Vegetables,Banana,Namkeen,Sooji & Rava,Toor Dal,Other Dals,Gourd & Cucumber,Sugar,Shaving Blade & Razors"
1456,"Toor Dal,Moong Dal,Sooji & Rava,Aluminium Foil & Cling Wrap,Sugar,Avalakki / Poha,Yogurt & Lassi,Curd"
1457,"Beans,Vermicelli,Moong Dal,Other Dals,Toor Dal,Moong Dal,Beans,Rice Flour,Raw Rice,Maida,Sooji & Rava,Sooji & Rava,Boiled Rice,Urad Dal,Sugar,Other Flours,Ground Coffee,Sunflower Oils,Root Vegetables"
1458,"Other Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Brinjals,Other Dals,Other Dals,Moong Dal,Beans,Urad Dal,Health Drinks,Maida,Regular Pasta,Almonds,Namkeen"
1459,"Gourd & Cucumber,Other Vegetables,Banana,Regular Pasta,Brinjals,Root Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1460,"Other Dals,Whole Spices,Toor Dal,Raw Peanuts,Rice Flour,Sugar,Whole Spices,Gourd & Cucumber,Sooji & Rava,Other Dals,Sooji & Rava,Ghee,Other Flours,Other Dals,Ghee,Raisins,Urad Dal,Cashews,Basmati Rice,Mosquito Repellent"
1461,"Moong Dal,Other Dals,Moong Dal,Other Dals,Toor Dal,Other Dals,Raw Rice,Other Dals,Phenyles & Acids"
1462,"Other Vegetables,Brinjals,Beans,Beans,Gourd & Cucumber,Brinjals,Other Vegetables,Root Vegetables"
1463,"Raw Peanuts,Whole Spices,Sooji & Rava,Sooji & Rava,Organic Dals & Pulses,Organic Masalas & Spices,Avalakki / Poha,Tomato Ketchup,Other Dry Fruits,Organic Dals & Pulses,Health Supplements"
1464,"Whole Spices,Whole Spices,Sooji & Rava,Whole Spices,Toor Dal,Raw Peanuts,Moong Dal,Urad Dal,Whole Spices,Sooji & Rava,Sooji & Rava,Jaggery,Besan,Urad Dal,Sugar,Jaggery,Toothpaste,Cream Biscuits,Instant Noodles,Glucose, Marie & Milk Biscuits"
1465,"Raw Rice,Other Dals,Sunflower Oils,Organic Masalas & Spices,Sugar,Toor Dal,Sooji & Rava,Organic Dals & Pulses,Organic Dals & Pulses,Regular Pasta,Other Dals,Organic Masalas & Spices,Organic Masalas & Spices,Ready Mix,Sanitary Pads,Organic Dals & Pulses,Other Sauces"
1466,"Brinjals,Other Vegetables,Root Vegetables,Beans,Beans,Banana,Beans,Beans,Gourd & Cucumber,Exotic Vegetables,Brinjals,Exotic Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1467,"Other Vegetables,Root Vegetables,Other Dals,Other Dals,Raw Rice,Other Dals,Sunflower Oils,Buns & Pavs"
1468,"Gourd & Cucumber,Root Vegetables,Brinjals,Other Vegetables,Root Vegetables,Beans,Other Dals,Other Dals,Toor Dal,Other Dals,Sooji & Rava,Beans,Gourd & Cucumber,Maida,Raw Rice,Besan,Other Vegetables,Other Dals,Sugar"
1469,"Bread,Whole Spices,Beans,Whole Spices,Buns & Pavs,Organic Salt,Sugar & Jaggery,Organic Salt,Sugar & Jaggery,Organic F&V"
1470,"Other Vegetables,Banana,Namkeen,Jaggery,Brinjals,Yogurt & Lassi,Yogurt & Lassi,Corn Snacks,Namkeen"
1471,"Brinjals,Sugar,Whole Spices,Root Vegetables,Cooking Paste,Cooking Paste,Cooking Paste,Mosquito Repellent"
1472,"Whole Spices,Moong Dal,Moong Dal,Other Dals,Toor Dal,Other Dals,Whole Spices,Other Dals,Other Dals,Sugar"
1473,"Whole Spices,Toor Dal,Avalakki / Poha,Other Dals,Sooji & Rava,Sooji & Rava,Sooji & Rava,Sooji & Rava,Urad Dal,Jaggery,Liquid Soaps & Bars"
1474,"Toothpaste,Whole Spices,Moong Dal,Other Dals,Sugar,Urad Dal,Phenyles & Acids,Phenyles & Acids"
1475,"Root Vegetables,Brinjals,Whole Spices,Urad Dal,Other Vegetables,Boiled Rice,Other Sweets,Rasagulla & Gulab Jamun,Honey,Agarbatti"
1476,"Beans,Banana,Beans,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1477,"Bread,Other Vegetables,Moong Dal,Other Dals,Other Vegetables,Maida,Brinjals,Shoe Polish"
1478,"Bread,Other Vegetables,Root Vegetables,Whole Spices,Toor Dal,Besan,Other Vegetables,Shaving Blade & Razors,Mosquito Repellent"
1479,"Root Vegetables,Gourd & Cucumber,Brinjals,Beans,Beans,Brinjals,Toor Dal,Sugar,Other Oils,Root Vegetables"
1480,"Brinjals,Brinjals,Other Vegetables,Other Vegetables,Root Vegetables,Beans,Beans,Gourd & Cucumber,Avalakki / Poha,Avalakki / Poha,Organic F&V,Organic F&V,Namkeen"
1481,"Beans,Banana,Brinjals,Sooji & Rava,Beans,Maida,Aluminium Foil & Cling Wrap,Namkeen,Namkeen,Root Vegetables"
1482,"Gourd & Cucumber,Beans,Exotic Vegetables,Exotic Vegetables,Brinjals,Moong Dal,Other Dals,Beans,Exotic Vegetables,Other Oils,Sanitary Pads,Organic F&V"
1483,"Toor Dal,Other Dals,Raw Rice,Maida,Mosquito Repellent,Other Flours,Raisins,Ghee,Honey,Other Insect Repellent"
1484,"Root Vegetables,Other Vegetables,Root Vegetables,Beans,Banana,Beans,Gourd & Cucumber,Other Dals,Whole Spices,Gourd & Cucumber,Sugar,Liquid Soaps & Bars"
1485,"Banana,Beans,Brinjals,Sooji & Rava,Health Drinks,Besan,Other Dals,Health Drinks"
1486,"Beans,Other Vegetables,Bread,Beans,Brinjals,Gourd & Cucumber,Sunflower Oils,Boiled Rice,Urad Dal"
1487,"Brinjals,Other Vegetables,Exotic Vegetables,Gourd & Cucumber,Namkeen,Namkeen,Root Vegetables,Namkeen"
1488,"Beans,Other Vegetables,Exotic Vegetables,Beans,Sunflower Oils,Buns & Pavs,Cooking Sauce,Other Vegetables"
1489,"Whole Spices,Moong Dal,Other Dals,Toor Dal,Moong Dal,Sunflower Oils,Sooji & Rava,Sooji & Rava,Other Dals,Raisins,Urad Dal"
1490,"Beans,Sunflower Oils,Beans,Other Vegetables,Root Vegetables,Brinjals,Beans,Cream Biscuits,Wafers,Organic F&V,Organic F&V,Organic F&V"
1491,"Other Vegetables,Root Vegetables,Root Vegetables,Exotic Vegetables,Banana,Exotic Vegetables,Other Dals,Beans,Maida,Sooji & Rava,Besan,Urad Dal,Other Dals,Jaggery,Other Dals,Curd,Other Vegetables"
1492,"Gourd & Cucumber,Root Vegetables,Exotic Vegetables,Yogurt & Lassi,Yogurt & Lassi,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Agarbatti"
1493,"Root Vegetables,Other Vegetables,Other Dals,Raw Peanuts,Moong Dal,Urad Dal,Other Rice Products,Avalakki / Poha,Other Vegetables"
1494,"Toor Dal,Avalakki / Poha,Moong Dal,Glucose, Marie & Milk Biscuits,Sooji & Rava,Other Oils,Health Drinks,Health Drinks,Glucose, Marie & Milk Biscuits"
1495,"Bread,Other Vegetables,Whole Spices,Namkeen,Yogurt & Lassi,Yogurt & Lassi,Other Oils,Snacky Nuts,Corn Snacks,Brooms & Dust Pans,Namkeen"
1496,"Other Vegetables,Brinjals,Beans,Moong Dal,Other Dals,Boiled Rice,Urad Dal,Other Dals"
1497,"Whole Spices,Toor Dal,Other Dals,Sunflower Oils,Sugar,Organic Masalas & Spices,Shaving Blade & Razors,Hair Oil,Liquid Soaps & Bars"
1498,"Brinjals,Other Vegetables,Other Dals,Beans,Gourd & Cucumber,Raw Rice,Aluminium Foil & Cling Wrap,Avalakki / Poha,Root Vegetables,Organic F&V,Organic F&V"
1499,"Toor Dal,Sooji & Rava,Other Dals,Other Dals,Sugar,Raw Rice,Besan,Other Vegetables"
1500,"Exotic Vegetables,Other Vegetables,Beans,Beans,Beans,Namkeen,Exotic Vegetables,Instant Noodles,Namkeen,Other Vegetables"
1501,"Sunflower Oils,Root Vegetables,Brinjals,Brinjals,Beans,Beans,Gourd & Cucumber,Toor Dal,Whole Spices,Gourd & Cucumber,Sooji & Rava,Raw Rice,Sugar,Other Vegetables"
1502,"Moong Dal,Moong Dal,Toor Dal,Maida,Sooji & Rava,Boiled Rice,Other Rice Products,Ghee,Urad Dal,Sugar,Sunflower Oils,Other Dals,Organic F&V,Organic F&V,Other Vegetables,Agarbatti"
1503,"Gourd & Cucumber,Other Vegetables,Bread,Beans,Brinjals,Other Vegetables,Root Vegetables,Banana,Toor Dal,Other Dals,Beans,Whole Spices,Buns & Pavs"
1504,"Root Vegetables,Brinjals,Other Vegetables,Beans,Beans,Gourd & Cucumber,Brinjals,Other Vegetables,Root Vegetables"
1505,"Bread,Root Vegetables,Exotic Vegetables,Avalakki / Poha,Cooking Sauce,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
1506,"Gourd & Cucumber,Other Vegetables,Other Vegetables,Banana,Brinjals,Beans,Gourd & Cucumber,Organic F&V"
