basket_id,basket_skus,basket_names,recommended_skus,recommended_names,recommended_details
8082912,15669835; 15669883; 15669861; 15669821; 7625765; 7580823; 15669760,Raw Rice; Rice Flour; Raw Peanuts; Whole Spices; Sunflower Oils; Sunflower Oils; Whole Spices,15668460; 15668468,Gourd & Cucumber; Beans,"15668460 (Gourd & Cucumber) - Conf: 0.2561, Lift: 1.3874, Factor: 1; 15668468 (Beans) - Conf: 0.1754, Lift: 1.3874, Factor: 1"
8082957,15669786; 15669771; 15669770; 7574197; 15670009; 15669822; 15669777; 15669775; 15669776; 7689353; 15669864; 15669804; 15669857; 15669799; 15669988,Avalakki / Poha; Maida; Other Flours; Vermicelli; Almonds; Other Dals; Urad Dal; Sooji & Rava; Other Dals; Ground Coffee; Other Dals; Cashews; Raw Peanuts; Raisins; Other Dals,15668381,Other Vegetables,"15668381 (Other Vegetables) - Conf: 0.2703, Lift: 1.3233, Factor: 1"
8083038,15669799; 15669860; 15670267; 15669880; 15669783; 15669856; 15669814; 29247229,Raisins; Moong Dal; Toor Dal; Sooji & Rava; Sooji & Rava; Sugar; Jaggery; Whole Spices,15668378,Other Vegetables,"15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1"
8083081,15668478; 15669819; 15670157; 15670251; 15670253; 15669763; 15670260; 15668381; 15668471; 7572254,Banana; Other Dals; Organic F&V; Organic F&V; Organic F&V; Other Dals; Organic F&V; Other Vegetables; Beans; Cooking Sauce,15669760; 15668381; 15668460; 15668688; 15668379; 15669878; 15668462; 15668478; 15668465; 15668378,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Other Vegetables; Toor Dal; Gourd & Cucumber; Banana; Root Vegetables; Other Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3008, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2378, Lift: 1.8369, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1"
8083255,15669818; 15668460; 15669777; 15668378; 15670267; 15668458; 21409004; 15669817; 15668466,Whole Spices; Gourd & Cucumber; Urad Dal; Other Vegetables; Toor Dal; Brinjals; Other Dals; Whole Spices; Root Vegetables,15668688; 15668460; 15669869; 15668381; 15669821; 15669777; 15668467; 15669878; 15668478; 15669780,Root Vegetables; Gourd & Cucumber; Moong Dal; Other Vegetables; Whole Spices; Urad Dal; Beans; Toor Dal; Banana; Sugar,"15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3266, Lift: 1.5993, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2276, Lift: 1.5960, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
8083357,15669863; 21409124; 7578354; 15669856; 7578347; 34988230; 34986125; 15669864,Moong Dal; Sugar Cubes; Chilli & Soya Sauces; Sugar; Chilli & Soya Sauces; Oats; Whole Spices; Other Dals,15668465,Root Vegetables,"15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
8083432,34986123; 15669866; 15669821; 15669864; 15668381; 15669823; 15668378; 15668478; 15669856; 15669884; 21408952; 15669831; 15670267; 15668451; 15669778; 15669760; 34986125,Whole Spices; Other Dals; Whole Spices; Other Dals; Other Vegetables; Whole Spices; Other Vegetables; Banana; Sugar; Whole Spices; Whole Spices; Raw Rice; Toor Dal; Brinjals; Other Dals; Whole Spices; Whole Spices,15669760; 15668381; 15669869; 15669821; 15668460; 15668688; 15668379; 15669878; 15668467; 15668462,Whole Spices; Other Vegetables; Moong Dal; Whole Spices; Gourd & Cucumber; Root Vegetables; Other Vegetables; Toor Dal; Beans; Gourd & Cucumber,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3008, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1"
8083700,15669790; 15669886; 7547296; 15669857; 34986119; 15669823; 34986328; 15669775,Other Rice Products; Sooji & Rava; Liquid Soaps & Bars; Raw Peanuts; Whole Spices; Whole Spices; Toor Dal; Sooji & Rava,,,
8084238,15668381; 15668449; 7575497; 15668520; 15669792; 15669974; 15668519; 15668379; 15669970; 15670251; 15669799; 15670144,Other Vegetables; Exotic Vegetables; Aluminium Foil & Cling Wrap; Bread; Other Dry Fruits; Other Dry Fruits; Bread; Other Vegetables; Cashews; Organic F&V; Raisins; Organic F&V,15669760; 15668381; 15668688; 15668460; 15668379; 15669878; 15668467; 15668478; 15668462; 15668465,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Beans; Banana; Gourd & Cucumber; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1"
8084306,15668449; 15669770; 93141022; 7587660; 15670251; 15670255; 15670171; 93141092; 7586147; 15668416,Exotic Vegetables; Other Flours; Yogurt & Lassi; Organic Flours; Organic F&V; Organic F&V; Organic F&V; Yogurt & Lassi; Instant Pastas; Banana,,,
8084980,93073679; 15669766; 21408947; 15668468; 15669786; 15668375,Namkeen; Other Flours; Other Rice Products; Beans; Avalakki / Poha; Root Vegetables,15668381; 15668468; 15668467; 15669764,Other Vegetables; Beans; Beans; Besan,"15668381 (Other Vegetables) - Conf: 0.3155, Lift: 1.5446, Factor: 1; 15668468 (Beans) - Conf: 0.2338, Lift: 1.8499, Factor: 1; 15668467 (Beans) - Conf: 0.2213, Lift: 1.6454, Factor: 1; 15669764 (Besan) - Conf: 0.1753, Lift: 1.4579, Factor: 1"
8084987,15669998; 15669863; 15668379; 15670270; 15669876; 15668465; 15669864; 15669782,Other Dals; Moong Dal; Other Vegetables; Other Dals; Toor Dal; Root Vegetables; Other Dals; Raw Rice,15668688; 15668460; 15668379; 15668381; 15668467; 15668478; 15668465; 15669878; 15669869; 15668685,Root Vegetables; Gourd & Cucumber; Other Vegetables; Other Vegetables; Beans; Banana; Root Vegetables; Toor Dal; Moong Dal; Beans,"15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3015, Lift: 1.4764, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2516, Lift: 1.4669, Factor: 1; 15669869 (Moong Dal) - Conf: 0.2022, Lift: 1.5952, Factor: 1; 15668685 (Beans) - Conf: 0.1528, Lift: 1.9633, Factor: 1"
8085270,15668451; 15668381; 15669775; 15669856; 15668465; 15669874; 15668375,Brinjals; Other Vegetables; Sooji & Rava; Sugar; Root Vegetables; Avalakki / Poha; Root Vegetables,15669760; 15668381; 15668688; 15668460; 15669878; 15668379; 15668462; 15668467; 15668478; 15668378,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Other Vegetables; Gourd & Cucumber; Beans; Banana; Other Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3189, Lift: 1.7170, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2698, Lift: 1.4617, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668467 (Beans) - Conf: 0.2531, Lift: 1.8820, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1"
8085297,15669865; 15669837; 15669781; 15669789; 15669872; 15668462; 15669772; 15668377,Other Dals; Raw Rice; Rice Flour; Boiled Rice; Avalakki / Poha; Gourd & Cucumber; Other Dals; Root Vegetables,15668381; 15668379; 15668688; 15669860,Other Vegetables; Other Vegetables; Root Vegetables; Moong Dal,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2946, Lift: 1.5960, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2756, Lift: 1.4836, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1"
8085797,15668468; 15668381; 15669772; 15668688; 34989499; 15668379; 15669773,Beans; Other Vegetables; Other Dals; Root Vegetables; Other Dals; Other Vegetables; Urad Dal,15669760; 15668381; 15668688; 15668460; 15668379; 15669878; 15668378; 15668467; 15668478; 15668462,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Other Vegetables; Beans; Banana; Gourd & Cucumber,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1"
8086954,15669763; 7630967; 15668458; 15669869; 15669832; 15669878; 34986128,Other Dals; Regular Pasta; Brinjals; Moong Dal; Sugar; Toor Dal; Whole Spices,15668381; 15668379; 15668688; 15668460; 15668478; 15668467,Other Vegetables; Other Vegetables; Root Vegetables; Gourd & Cucumber; Banana; Beans,"15668381 (Other Vegetables) - Conf: 0.3266, Lift: 1.5993, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2492, Lift: 1.3502, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2458, Lift: 1.3231, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.2440, Lift: 1.3221, Factor: 1; 15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
8087273,15668379; 29247044; 15668375; 15668471; 15669866; 15669880; 15669778; 15669887,Other Vegetables; Besan; Root Vegetables; Beans; Other Dals; Sooji & Rava; Other Dals; Maida,15668688; 15668460; 15668379; 15668467; 15668478; 15668465; 15668685,Root Vegetables; Gourd & Cucumber; Other Vegetables; Beans; Banana; Root Vegetables; Beans,"15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15668685 (Beans) - Conf: 0.1528, Lift: 1.9633, Factor: 1"
8087274,15668381; 15669860; 15669777; 15669780; 15668375; 15670267,Other Vegetables; Moong Dal; Urad Dal; Sugar; Root Vegetables; Toor Dal,15669760; 15668381; 15668460; 15668688; 15669878; 15668462; 15668478; 15668378; 15668465,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Toor Dal; Gourd & Cucumber; Banana; Other Vegetables; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2088, Lift: 1.6124, Factor: 1"
8087471,15669866; 15668458; 15668378; 15668375; 15668468; 15669885; 15669787,Other Dals; Brinjals; Other Vegetables; Root Vegetables; Beans; Moong Dal; Raw Rice,15669869; 15668381; 15669821; 15668467; 15668468; 15668458; 15669764,Moong Dal; Other Vegetables; Whole Spices; Beans; Beans; Brinjals; Besan,"15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3266, Lift: 1.5993, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15668468 (Beans) - Conf: 0.2338, Lift: 1.8499, Factor: 1; 15668458 (Brinjals) - Conf: 0.1921, Lift: 2.4674, Factor: 1; 15669764 (Besan) - Conf: 0.1753, Lift: 1.4579, Factor: 1"
8087495,7572306; 34989441; 15669856; 15669859; 34989595; 15668377; 93025752; 34989501; 15668381; 21409124; 15669797; 15668416; 15668465; 15668468,Snacky Nuts; Soya Products; Sugar; Toor Dal; Raisins; Root Vegetables; Cream Biscuits; Other Dals; Other Vegetables; Sugar Cubes; Raisins; Banana; Root Vegetables; Beans,15669760; 15668381; 15668688; 15668460; 15669878; 15668379; 15668462; 15668467; 15668478; 15668468,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Other Vegetables; Gourd & Cucumber; Beans; Banana; Beans,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3189, Lift: 1.7170, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2698, Lift: 1.4617, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668467 (Beans) - Conf: 0.2531, Lift: 1.8820, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668468 (Beans) - Conf: 0.2338, Lift: 1.8499, Factor: 1"
8087997,15668520; 15668416; 15668473; 7573381; 15669861; 15668468; 15669870,Bread; Banana; Beans; Mango Juices; Raw Peanuts; Beans; Sooji & Rava,15668381; 15668468; 15668467; 15669764,Other Vegetables; Beans; Beans; Besan,"15668381 (Other Vegetables) - Conf: 0.3155, Lift: 1.5446, Factor: 1; 15668468 (Beans) - Conf: 0.2338, Lift: 1.8499, Factor: 1; 15668467 (Beans) - Conf: 0.2213, Lift: 1.6454, Factor: 1; 15669764 (Besan) - Conf: 0.1753, Lift: 1.4579, Factor: 1"
8088038,15669860; 34989501; 15669875; 15668375; 7574197; 7598777; 15668467; 15669769; 15669872; 7587665; 15669856; 15668451; 15670255,Moong Dal; Other Dals; Toor Dal; Root Vegetables; Vermicelli; Agarbatti; Beans; Other Dals; Avalakki / Poha; Organic Masalas & Spices; Sugar; Brinjals; Organic F&V,15668460; 15668381; 15668462; 15668468; 15668378,Gourd & Cucumber; Other Vegetables; Gourd & Cucumber; Beans; Other Vegetables,"15668460 (Gourd & Cucumber) - Conf: 0.4554, Lift: 2.4674, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3171, Lift: 1.5525, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2338, Lift: 1.8670, Factor: 1; 15668468 (Beans) - Conf: 0.1846, Lift: 1.4609, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1"
8088678,21408942; 15668416; 7577678; 15669878; 15669773; 15669860; 34987955,Other Rice Products; Banana; Cream Biscuits; Toor Dal; Urad Dal; Moong Dal; Corn Snacks,15668379; 15668688; 15668460; 15668378,Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables,"15668379 (Other Vegetables) - Conf: 0.2492, Lift: 1.3502, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2458, Lift: 1.3231, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.2440, Lift: 1.3221, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1"
8089109,15669817; 93176429; 93176430; 15669863; 21408947; 15669778; 15669814; 15669880,Whole Spices; Namkeen; Namkeen; Moong Dal; Other Rice Products; Other Dals; Jaggery; Sooji & Rava,15668465,Root Vegetables,"15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
8089133,7580823; 15668473; 15669783; 15668471; 15668381; 7689353; 15669856; 15669863; 15668460; 15668451; 15668375; 15668468,Sunflower Oils; Beans; Sooji & Rava; Beans; Other Vegetables; Ground Coffee; Sugar; Moong Dal; Gourd & Cucumber; Brinjals; Root Vegetables; Beans,15669760; 15668381; 15668688; 15668460; 15669878; 15669777; 15668462; 15668478; 15668468; 15668378,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Urad Dal; Gourd & Cucumber; Banana; Beans; Other Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668468 (Beans) - Conf: 0.2338, Lift: 1.8499, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1"
8089178,34986123; 34987566; 7572252; 7593949; 15669776; 15669760; 15669857; 15669856; 15669880; 15669821,Whole Spices; Whole Spices; Cooking Paste; Cream Biscuits; Other Dals; Whole Spices; Raw Peanuts; Sugar; Sooji & Rava; Whole Spices,15668460; 15668468,Gourd & Cucumber; Beans,"15668460 (Gourd & Cucumber) - Conf: 0.2561, Lift: 1.3874, Factor: 1; 15668468 (Beans) - Conf: 0.1754, Lift: 1.3874, Factor: 1"
8089212,15668377; 34990372; 34989441; 15668460; 15668380; 15668381; 15670009,Root Vegetables; Healthy & Digestive Biscuits; Soya Products; Gourd & Cucumber; Other Vegetables; Other Vegetables; Almonds,15669760; 15668381; 15668688; 15668460; 15669878; 15669777; 15668462; 15668478; 15668378; 15669780,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Urad Dal; Gourd & Cucumber; Banana; Other Vegetables; Sugar,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
8089417,34987569; 15669884; 15670252; 15669872; 15669864; 15670251; 21409130; 7547271; 7586497; 15670253; 34990778; 15669863; 15668466; 34986125; 7548730; 7572313; 7572311,Powdered Spices; Whole Spices; Organic F&V; Avalakki / Poha; Other Dals; Organic F&V; Other Flours; Liquid Soaps & Bars; Namkeen; Organic F&V; Eggs; Moong Dal; Root Vegetables; Whole Spices; Organic Flours; Namkeen; Namkeen,15668465,Root Vegetables,"15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
8089421,15669821; 29247044; 15669761; 15669817; 15669856; 21409004; 15669869; 15669838; 7627858; 15669824; 15669880; 15669773; 34986117; 34986135,Whole Spices; Besan; Whole Spices; Whole Spices; Sugar; Other Dals; Moong Dal; Raw Rice; Sunflower Oils; Raw Rice; Sooji & Rava; Urad Dal; Whole Spices; Whole Spices,15668460; 15668478; 15668467,Gourd & Cucumber; Banana; Beans,"15668460 (Gourd & Cucumber) - Conf: 0.2561, Lift: 1.3874, Factor: 1; 15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
8089497,15669817; 15669778; 15669773; 15669880; 34986129; 29247044; 15669875; 34986112; 7572252; 15669810; 34987110; 15669887,Whole Spices; Other Dals; Urad Dal; Sooji & Rava; Whole Spices; Besan; Toor Dal; Whole Spices; Cooking Paste; Almonds; Curd; Maida,,,
8089518,21409002; 15669817; 15669799; 21409004; 15669804; 15669833; 15669869; 15669856; 15669772,Moong Dal; Whole Spices; Raisins; Other Dals; Cashews; Raw Rice; Moong Dal; Sugar; Other Dals,15668478; 15668467,Banana; Beans,"15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
8090614,15669873; 15669777; 15669790; 15669878; 15668685; 15668416; 15669887,Whole Spices; Urad Dal; Other Rice Products; Toor Dal; Beans; Banana; Maida,15668379; 15668381; 15668688; 15668460,Other Vegetables; Other Vegetables; Root Vegetables; Gourd & Cucumber,"15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.2703, Lift: 1.3233, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2458, Lift: 1.3231, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.2440, Lift: 1.3221, Factor: 1"
8091771,15669818; 15668460; 15668467; 15669887; 15669879; 15669885; 7571385,"Whole Spices; Gourd & Cucumber; Beans; Maida; Other Dals; Moong Dal; Glucose, Marie & Milk Biscuits",15668460; 15668688; 15668381; 15669777; 15669878; 15668462; 15668478; 15669780; 15668467; 15668465,Gourd & Cucumber; Root Vegetables; Other Vegetables; Urad Dal; Toor Dal; Gourd & Cucumber; Banana; Sugar; Beans; Root Vegetables,"15668460 (Gourd & Cucumber) - Conf: 0.4554, Lift: 2.4674, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3171, Lift: 1.5525, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2338, Lift: 1.8670, Factor: 1; 15668478 (Banana) - Conf: 0.2276, Lift: 1.5960, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1; 15668467 (Beans) - Conf: 0.2151, Lift: 1.5993, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2000, Lift: 1.5446, Factor: 1"
8091884,15669767; 7621912; 15669860; 15669884; 15669825; 15669760,Urad Dal; Health Drinks; Moong Dal; Whole Spices; Boiled Rice; Whole Spices,15668378; 15668468,Other Vegetables; Beans,"15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1; 15668468 (Beans) - Conf: 0.1754, Lift: 1.3874, Factor: 1"
8092443,7613346; 21408952; 15669867; 7718555; 34989441; 7621702; 15669818,"Honey; Whole Spices; Other Dals; Other Oils; Soya Products; Glucose, Marie & Milk Biscuits; Whole Spices",,,
